,Date,HE,Area,MW
1756,3/15/2023,20,RTO,6035.331
1757,3/15/2023,21,RTO,6643.759
1758,3/15/2023,22,RTO,7083.443
1759,3/15/2023,23,RTO,7870.94
1760,3/15/2023,24,RTO,8094.437
1761,3/16/2023,1,RTO,8183.229
1762,3/16/2023,2,RTO,8189.822
1763,3/16/2023,3,RTO,8014.894
1764,3/16/2023,4,RTO,7831.725
1765,3/16/2023,5,RTO,7909.677
1766,3/16/2023,6,RTO,7916.052
1767,3/16/2023,7,RTO,7882.537
1768,3/16/2023,8,RTO,7769.396
1769,3/16/2023,9,RTO,7583.235
1770,3/16/2023,10,RTO,6987.305
1771,3/16/2023,11,RTO,6727.792
1772,3/16/2023,12,RTO,6599.991
1773,3/16/2023,13,RTO,6711.36
1774,3/16/2023,14,RTO,6668.054
1775,3/16/2023,15,RTO,6623.672
1776,3/16/2023,16,RTO,6368.843
1777,3/16/2023,17,RTO,6457.048
1778,3/16/2023,18,RTO,6164.649
1779,3/16/2023,19,RTO,5775.887
1780,3/16/2023,20,RTO,5941.489
1781,3/16/2023,21,RTO,6347.954
1782,3/16/2023,22,RTO,6665.822
1783,3/16/2023,23,RTO,7194.691
1784,3/16/2023,24,RTO,8111.572
1785,3/17/2023,1,RTO,8532.088
1786,3/17/2023,2,RTO,8682.501
1787,3/17/2023,3,RTO,8767.317
1788,3/17/2023,4,RTO,8816.99
1789,3/17/2023,5,RTO,8813.507
1790,3/17/2023,6,RTO,8659.524
1791,3/17/2023,7,RTO,8830.978
1792,3/17/2023,8,RTO,8687.998
1793,3/17/2023,10,RTO,8429.078
1794,3/17/2023,11,RTO,8518.797
1795,3/17/2023,12,RTO,8720.704
1796,3/17/2023,13,RTO,8742.743
1797,3/17/2023,14,RTO,8684.255
1798,3/17/2023,15,RTO,8615.586
1799,3/17/2023,16,RTO,8779.086
1800,3/17/2023,17,RTO,8752.654
1801,3/17/2023,18,RTO,8744.094
1802,3/17/2023,19,RTO,8782.336
1803,3/17/2023,20,RTO,9046.762
1804,3/17/2023,21,RTO,8574.11
1805,3/17/2023,22,RTO,8151.152
1806,3/17/2023,23,RTO,7225.457
1807,3/17/2023,24,RTO,6571.641
1808,3/18/2023,1,RTO,6267.315
1809,3/18/2023,2,RTO,6228.65
1810,3/18/2023,3,RTO,6800.988
1811,3/18/2023,4,RTO,7046.903
1812,3/18/2023,5,RTO,8035.253
1813,3/18/2023,6,RTO,7935.812
1814,3/18/2023,7,RTO,8024.686
1815,3/18/2023,8,RTO,8325.484
1816,3/18/2023,9,RTO,8251.373
1817,3/18/2023,10,RTO,8530.69
1818,3/18/2023,11,RTO,8669.848
1819,3/18/2023,12,RTO,8690.778
1820,3/18/2023,13,RTO,8742.507
1821,3/18/2023,14,RTO,8805.568
1822,3/18/2023,15,RTO,8818.818
1823,3/18/2023,16,RTO,8899.037
1824,3/18/2023,17,RTO,8913.066
1825,3/18/2023,18,RTO,8885.551
1826,3/18/2023,19,RTO,8720.069
1827,3/18/2023,20,RTO,8414.927
1828,3/18/2023,21,RTO,7497.787
1829,3/18/2023,22,RTO,6780.328
1830,3/18/2023,23,RTO,5999.774
1831,3/18/2023,24,RTO,5824.57
1832,3/19/2023,1,RTO,5805.58
1833,3/19/2023,2,RTO,5770.562
1834,3/19/2023,3,RTO,5871.944
1835,3/19/2023,4,RTO,5907.969
1836,3/19/2023,5,RTO,5731.08
1837,3/19/2023,6,RTO,5435.519
1838,3/19/2023,7,RTO,4926.804
1839,3/19/2023,8,RTO,4736.71
1840,3/19/2023,9,RTO,4507.314
1841,3/19/2023,11,RTO,3070.227
1842,3/19/2023,12,RTO,3103.014
1843,3/19/2023,13,RTO,4081.812
1844,3/19/2023,14,RTO,5016.867
1845,3/19/2023,15,RTO,5181.866
1846,3/19/2023,16,RTO,5165.685
1847,3/19/2023,17,RTO,5037.548
1848,3/19/2023,18,RTO,5037.469
1849,3/19/2023,19,RTO,5147.823
1850,3/19/2023,20,RTO,4977.337
1851,3/19/2023,21,RTO,5083.345
1852,3/19/2023,22,RTO,5819.954
1853,3/19/2023,23,RTO,6463.581
1854,3/19/2023,24,RTO,6931.545
1855,3/20/2023,1,RTO,7544.176
1856,3/20/2023,2,RTO,7453.878
1857,3/20/2023,3,RTO,7673.428
1858,3/20/2023,4,RTO,7699.625
1859,3/20/2023,5,RTO,7752.729
1860,3/20/2023,6,RTO,7685.466
1861,3/20/2023,7,RTO,7684.659
1862,3/20/2023,8,RTO,7502.971
1863,3/20/2023,9,RTO,6977.565
1864,3/20/2023,10,RTO,6222.054
1865,3/20/2023,11,RTO,6153.817
1866,3/20/2023,12,RTO,6367.893
1867,3/20/2023,13,RTO,6671.555
1868,3/20/2023,14,RTO,6956.328
1869,3/20/2023,15,RTO,7218.933
1870,3/20/2023,16,RTO,7338.14
1871,3/20/2023,17,RTO,7456.378
1872,3/20/2023,18,RTO,7511.936
1873,3/20/2023,19,RTO,7382.568
1874,3/20/2023,20,RTO,7059.635
1875,3/20/2023,21,RTO,7059.605
1876,3/20/2023,22,RTO,7555.172
1877,3/20/2023,23,RTO,8010.679
1878,3/20/2023,24,RTO,8114.826
1879,3/21/2023,1,RTO,8196.933
1880,3/21/2023,2,RTO,8194.51
1881,3/21/2023,3,RTO,8147.95
1882,3/21/2023,4,RTO,8040.735
1883,3/21/2023,5,RTO,7866.489
1884,3/21/2023,6,RTO,7520.196
1885,3/21/2023,7,RTO,7229.629
1886,3/21/2023,8,RTO,6981.891
1887,3/21/2023,9,RTO,6260.947
1888,3/21/2023,10,RTO,4586.598
1889,3/21/2023,11,RTO,3505.653
1890,3/21/2023,12,RTO,3537.976
1891,3/21/2023,13,RTO,3583.014
1892,3/21/2023,14,RTO,4061.634
1893,3/21/2023,15,RTO,4713.973
1894,3/21/2023,16,RTO,5139.484
1895,3/21/2023,17,RTO,5122.043
1896,3/21/2023,18,RTO,5003.045
1897,3/21/2023,19,RTO,5078.143
1898,3/21/2023,20,RTO,5173.287
1899,3/21/2023,21,RTO,5217.148
1900,3/21/2023,22,RTO,5352.909
1901,3/21/2023,23,RTO,5430.795
1902,3/21/2023,24,RTO,5021.796
1903,3/22/2023,1,RTO,4746.193
1904,3/22/2023,2,RTO,4652.898
1905,3/22/2023,3,RTO,4249.282
1906,3/22/2023,4,RTO,3918.881
1907,3/22/2023,5,RTO,3445.369
1908,3/22/2023,6,RTO,3503.641
1909,3/22/2023,7,RTO,3585.935
1910,3/22/2023,8,RTO,3484.128
1911,3/22/2023,9,RTO,3368.906
1912,3/22/2023,10,RTO,2893.145
1913,3/22/2023,11,RTO,2859.39
1914,3/22/2023,12,RTO,3573.999
1915,3/22/2023,13,RTO,3796.859
1916,3/22/2023,14,RTO,3362.365
1917,3/22/2023,15,RTO,3303.544
1918,3/22/2023,16,RTO,3086.848
1919,3/22/2023,17,RTO,2687.559
1920,3/22/2023,18,RTO,2548.255
1921,3/22/2023,19,RTO,2682.134
1922,3/22/2023,20,RTO,3220.094
1923,3/22/2023,21,RTO,3952.942
1924,3/22/2023,22,RTO,4175.32
1925,3/22/2023,23,RTO,4372.963
1926,3/22/2023,24,RTO,4650.904
1927,3/23/2023,1,RTO,4434.139
1928,3/23/2023,2,RTO,3959.572
1929,3/23/2023,3,RTO,3246.611
1930,3/23/2023,4,RTO,2759.685
1931,3/23/2023,5,RTO,3172.268
1932,3/23/2023,6,RTO,4041.959
1933,3/23/2023,7,RTO,4967.772
1934,3/23/2023,8,RTO,5604.072
1935,3/23/2023,9,RTO,6603.246
1936,3/23/2023,10,RTO,6139.921
1937,3/23/2023,11,RTO,5061.463
1938,3/23/2023,12,RTO,4629.457
1939,3/23/2023,13,RTO,3953.89
1940,3/23/2023,14,RTO,3370.061
1941,3/23/2023,15,RTO,3510.951
1942,3/23/2023,16,RTO,3518.403
1943,3/23/2023,17,RTO,3507.531
1944,3/23/2023,18,RTO,3435.124
1945,3/23/2023,19,RTO,2940.953
1946,3/23/2023,20,RTO,2824.664
1947,3/23/2023,21,RTO,3084.592
1948,3/23/2023,22,RTO,2997.804
1949,3/23/2023,23,RTO,2804.439
1950,3/23/2023,24,RTO,2392.736
1951,3/24/2023,1,RTO,1987.46
1952,3/24/2023,2,RTO,2292.526
1953,3/24/2023,3,RTO,2215.005
1954,3/24/2023,4,RTO,2522.529
1955,3/24/2023,5,RTO,3362.799
1956,3/24/2023,6,RTO,3026.671
1957,3/24/2023,7,RTO,2861.597
1958,3/24/2023,8,RTO,3290.156
1959,3/24/2023,9,RTO,3131.819
1960,3/24/2023,10,RTO,3288.101
1961,3/24/2023,11,RTO,3204.325
1962,3/24/2023,12,RTO,3249.289
1963,3/24/2023,13,RTO,3349.522
1964,3/24/2023,14,RTO,3891.583
1965,3/24/2023,15,RTO,3889.609
1966,3/24/2023,16,RTO,4371.338
1967,3/24/2023,17,RTO,4796.306
1968,3/24/2023,18,RTO,5210.235
1969,3/24/2023,19,RTO,5132.992
1970,3/24/2023,20,RTO,5095.054
1971,3/24/2023,21,RTO,5227.328
1972,3/24/2023,22,RTO,5979.241
1973,3/24/2023,23,RTO,6476.463
1974,3/24/2023,24,RTO,6907.978
1975,3/25/2023,1,RTO,7166.491
1976,3/25/2023,2,RTO,6908.478
1977,3/25/2023,3,RTO,6838.075
1978,3/25/2023,4,RTO,6100.602
1979,3/25/2023,5,RTO,5160.797
1980,3/25/2023,6,RTO,4134.555
1981,3/25/2023,7,RTO,4420.178
1982,3/25/2023,8,RTO,5585.674
1983,3/25/2023,9,RTO,7108.316
1984,3/25/2023,10,RTO,8255.577
1985,3/25/2023,11,RTO,8778.81
1986,3/25/2023,12,RTO,8917.142
1987,3/25/2023,13,RTO,8824.621
1988,3/25/2023,14,RTO,8537.093
1989,3/25/2023,15,RTO,8248.502
1990,3/25/2023,16,RTO,8002.564
1991,3/25/2023,17,RTO,7790.851
1992,3/25/2023,18,RTO,7395.863
1993,3/25/2023,19,RTO,6843.555
1994,3/25/2023,20,RTO,5472.985
1995,3/25/2023,21,RTO,4614.013
1996,3/25/2023,22,RTO,4370.415
1997,3/25/2023,23,RTO,4069.318
1998,3/25/2023,24,RTO,4254.353
1999,3/26/2023,1,RTO,4175.166
2000,3/26/2023,2,RTO,4054.121
2001,3/26/2023,3,RTO,3766.255
2002,3/26/2023,4,RTO,3611.603
2003,3/26/2023,5,RTO,3639.415
2004,3/26/2023,6,RTO,3510.75
2005,3/26/2023,7,RTO,3315.566
2006,3/26/2023,8,RTO,3072.918
2007,3/26/2023,9,RTO,3272.173
2008,3/26/2023,10,RTO,3472.744
2009,3/26/2023,11,RTO,3006.695
2010,3/26/2023,12,RTO,2998.204
2011,3/26/2023,13,RTO,3428.652
2012,3/26/2023,14,RTO,3653.457
2013,3/26/2023,15,RTO,3806.553
2014,3/26/2023,16,RTO,4151.521
2015,3/26/2023,17,RTO,4946.959
2016,3/26/2023,18,RTO,4997.257
2017,3/26/2023,19,RTO,5016.978
2018,3/26/2023,20,RTO,4988.336
2019,3/26/2023,21,RTO,5202.072
2020,3/26/2023,22,RTO,5496.597
2021,3/26/2023,23,RTO,4787.588
2022,3/26/2023,24,RTO,3563.792
2023,3/27/2023,1,RTO,2602.599
2024,3/27/2023,2,RTO,1980.71
2025,3/27/2023,3,RTO,1517.226
2026,3/27/2023,4,RTO,1811.653
2027,3/27/2023,5,RTO,2435.298
2028,3/27/2023,6,RTO,2599.712
2029,3/27/2023,7,RTO,3120.906
2030,3/27/2023,8,RTO,3061.079
2031,3/27/2023,9,RTO,3059.367
2032,3/27/2023,10,RTO,2525.015
2033,3/27/2023,11,RTO,2123.084
2034,3/27/2023,12,RTO,1745.979
2035,3/27/2023,13,RTO,2311.928
2036,3/27/2023,14,RTO,2527.133
2037,3/27/2023,15,RTO,2648.545
2038,3/27/2023,16,RTO,2797.631
2039,3/27/2023,17,RTO,2706.01
2040,3/27/2023,18,RTO,3030.559
2041,3/27/2023,19,RTO,2788.379
2042,3/27/2023,20,RTO,2454.131
2043,3/27/2023,21,RTO,2348.875
2044,3/27/2023,22,RTO,2276.931
2045,3/27/2023,23,RTO,2402.583
2046,3/27/2023,24,RTO,2472.547
2047,3/28/2023,1,RTO,2016.337
2048,3/28/2023,2,RTO,1419.201
2049,3/28/2023,3,RTO,1247.799
2050,3/28/2023,4,RTO,1251.261
2051,3/28/2023,5,RTO,1141.535
2052,3/28/2023,6,RTO,1179.64
2053,3/28/2023,7,RTO,1167.845
2054,3/28/2023,8,RTO,1090.243
2055,3/28/2023,9,RTO,1007.155
2056,3/28/2023,10,RTO,682.061
2057,3/28/2023,11,RTO,358.504
2058,3/28/2023,12,RTO,229.806
2059,3/28/2023,13,RTO,384.901
2060,3/28/2023,14,RTO,582.891
2061,3/28/2023,15,RTO,752.762
2062,3/28/2023,16,RTO,1105.749
2063,3/28/2023,17,RTO,1421.593
2064,3/28/2023,18,RTO,1600.747
2065,3/28/2023,19,RTO,1672.98
2066,3/28/2023,20,RTO,1297.829
2067,3/28/2023,21,RTO,970.325
2068,3/28/2023,22,RTO,1046.398
2069,3/28/2023,23,RTO,1420.221
2070,3/28/2023,24,RTO,2216.262
2071,3/29/2023,1,RTO,3018.496
2072,3/29/2023,2,RTO,3368.873
2073,3/29/2023,3,RTO,3780.679
2074,3/29/2023,4,RTO,3900.142
2075,3/29/2023,5,RTO,4364.097
2076,3/29/2023,6,RTO,4811.779
2077,3/29/2023,7,RTO,4969.95
2078,3/29/2023,8,RTO,4786.649
2079,3/29/2023,10,RTO,4373.483
2080,3/29/2023,11,RTO,4865.196
2081,3/29/2023,12,RTO,5822.022
2082,3/29/2023,13,RTO,5594.459
2083,3/29/2023,14,RTO,4950.986
2084,3/29/2023,15,RTO,4447.466
2085,3/29/2023,16,RTO,3910.957
2086,3/29/2023,17,RTO,3774.249
2087,3/29/2023,18,RTO,3229.897
2088,3/29/2023,19,RTO,2970.059
2089,3/29/2023,20,RTO,2618.609
2090,3/29/2023,22,RTO,3224.009
2091,3/29/2023,23,RTO,3742.552
2092,3/29/2023,24,RTO,3851.129
2093,3/30/2023,1,RTO,3768.893
2094,3/30/2023,2,RTO,3471.548
2095,3/30/2023,3,RTO,3636.387
2096,3/30/2023,4,RTO,3922.588
2097,3/30/2023,5,RTO,3966.919
2098,3/30/2023,6,RTO,4066.515
2099,3/30/2023,7,RTO,3928.882
2100,3/30/2023,8,RTO,3833.619
2101,3/30/2023,9,RTO,3689.266
2102,3/30/2023,10,RTO,3522.035
2103,3/30/2023,11,RTO,3586.334
2104,3/30/2023,12,RTO,3356.385
2105,3/30/2023,13,RTO,3254.086
2106,3/30/2023,14,RTO,3242.736
2107,3/30/2023,15,RTO,3730.29
2108,3/30/2023,16,RTO,4226.541
2109,3/30/2023,17,RTO,4825.236
2110,3/30/2023,18,RTO,5328.964
2111,3/30/2023,19,RTO,5346.285
2112,3/30/2023,20,RTO,5266.266
2113,3/30/2023,21,RTO,5617.89
2114,3/30/2023,22,RTO,6383.59
2115,3/30/2023,23,RTO,6926.038
2116,3/30/2023,24,RTO,7461.111
2117,3/31/2023,1,RTO,7438.92
2118,3/31/2023,2,RTO,7480.527
2119,3/31/2023,3,RTO,7542.751
2120,3/31/2023,4,RTO,7343.108
2121,3/31/2023,5,RTO,7904.59
2122,3/31/2023,6,RTO,8276.957
2123,3/31/2023,7,RTO,8225.193
2124,3/31/2023,8,RTO,8074.134
2125,3/31/2023,9,RTO,8100.068
2126,3/31/2023,10,RTO,8163.381
2127,3/31/2023,11,RTO,8207.691
2128,3/31/2023,12,RTO,8320.091
2129,3/31/2023,13,RTO,8338.051
2130,3/31/2023,14,RTO,7912.72
2131,3/31/2023,15,RTO,7673.428
2132,3/31/2023,16,RTO,7591.84
2133,3/31/2023,17,RTO,7448.526
2134,3/31/2023,18,RTO,7833.144
2135,3/31/2023,19,RTO,7727.735
2136,3/31/2023,20,RTO,8297.016
2137,3/31/2023,21,RTO,8019.293
2138,3/31/2023,22,RTO,7136.628
2139,3/31/2023,23,RTO,6961.413
2140,3/31/2023,24,RTO,7802.9
2141,4/1/2023,1,RTO,7617.003
2142,4/1/2023,2,RTO,6057.389
2143,4/1/2023,3,RTO,4935.558
2144,4/1/2023,4,RTO,4642.861
2145,4/1/2023,5,RTO,4923.972
2146,4/1/2023,6,RTO,5565.883
2147,4/1/2023,7,RTO,6607.613
2148,4/1/2023,8,RTO,7617.219
2149,4/1/2023,9,RTO,7738.489
2150,4/1/2023,10,RTO,8041.352
2151,4/1/2023,11,RTO,7770.001
2152,4/1/2023,12,RTO,8107.137
2153,4/1/2023,13,RTO,8486.307
2154,4/1/2023,14,RTO,8817.289
2155,4/1/2023,15,RTO,8657.765
2156,4/1/2023,16,RTO,8650.002
2157,4/1/2023,17,RTO,8435.061
2158,4/1/2023,18,RTO,7729.314
2159,4/1/2023,19,RTO,6880.044
2160,4/1/2023,20,RTO,5931.688
2161,4/1/2023,21,RTO,5159.492
2162,4/1/2023,22,RTO,4488.375
2163,4/1/2023,23,RTO,4090.489
2164,4/1/2023,24,RTO,3291.632
2165,4/2/2023,1,RTO,2759.216
2166,4/2/2023,2,RTO,2569.28
2167,4/2/2023,3,RTO,2531.484
2168,4/2/2023,4,RTO,2619.024
2169,4/2/2023,5,RTO,2840.283
2170,4/2/2023,6,RTO,3150.529
2171,4/2/2023,7,RTO,3200.342
2172,4/2/2023,8,RTO,3662.499
2173,4/2/2023,9,RTO,3598.251
2174,4/2/2023,10,RTO,3164.234
2175,4/2/2023,11,RTO,3443.058
2176,4/2/2023,12,RTO,3682.988
2177,4/2/2023,13,RTO,3715.209
2178,4/2/2023,14,RTO,3710.33
2179,4/2/2023,15,RTO,3817.042
2180,4/2/2023,16,RTO,3975.603
2181,4/2/2023,17,RTO,4443.772
2182,4/2/2023,18,RTO,4497.01
2183,4/2/2023,19,RTO,5231.19
2184,4/2/2023,20,RTO,5635.777
2185,4/2/2023,21,RTO,5993.524
2186,4/2/2023,22,RTO,6229.243
2187,4/2/2023,23,RTO,6296.602
2188,4/2/2023,24,RTO,6413.201
2189,4/3/2023,1,RTO,6375.361
2190,4/3/2023,2,RTO,6606.764
2191,4/3/2023,3,RTO,6536.886
2192,4/3/2023,4,RTO,5958.42
2193,4/3/2023,5,RTO,5386.947
2194,4/3/2023,6,RTO,4639.47
2195,4/3/2023,7,RTO,3838.34
2196,4/3/2023,8,RTO,3405.883
2197,4/3/2023,9,RTO,2750.867
2198,4/3/2023,10,RTO,2327.157
2199,4/3/2023,11,RTO,1874.654
2200,4/3/2023,12,RTO,1558.607
2201,4/3/2023,13,RTO,1579.579
2202,4/3/2023,14,RTO,1834.572
2203,4/3/2023,15,RTO,2309.521
2204,4/3/2023,16,RTO,2753.477
2205,4/3/2023,17,RTO,2902.131
2206,4/3/2023,18,RTO,3353.789
2207,4/3/2023,19,RTO,4133.624
2208,4/3/2023,20,RTO,4573.194
2209,4/3/2023,21,RTO,4823.61
2210,4/3/2023,22,RTO,4986.18
2211,4/3/2023,23,RTO,5562.65
2212,4/3/2023,24,RTO,5626.222
2213,4/4/2023,1,RTO,5557.769
2214,4/4/2023,2,RTO,4990.622
2215,4/4/2023,3,RTO,4326.645
2216,4/4/2023,4,RTO,3677.498
2217,4/4/2023,5,RTO,3578.07
2218,4/4/2023,6,RTO,3624.854
2219,4/4/2023,7,RTO,4027.204
2220,4/4/2023,8,RTO,4255.765
2221,4/4/2023,9,RTO,4139.942
2222,4/4/2023,10,RTO,4146.378
2223,4/4/2023,11,RTO,4639.966
2224,4/4/2023,12,RTO,5010.618
2225,4/4/2023,13,RTO,5180.076
2226,4/4/2023,14,RTO,5385.114
2227,4/4/2023,15,RTO,5660.464
2228,4/4/2023,16,RTO,6087.306
2229,4/4/2023,17,RTO,6146.552
2230,4/4/2023,18,RTO,6182.352
2231,4/4/2023,19,RTO,6124.958
2232,4/4/2023,20,RTO,6006.337
2233,4/4/2023,21,RTO,6220.064
2234,4/4/2023,22,RTO,5987.302
2235,4/4/2023,23,RTO,6257.627
2236,4/4/2023,24,RTO,6258.541
2237,4/5/2023,1,RTO,6501.044
2238,4/5/2023,2,RTO,6660.963
2239,4/5/2023,3,RTO,6937.807
2240,4/5/2023,4,RTO,7179.765
2241,4/5/2023,5,RTO,7144.705
2242,4/5/2023,6,RTO,7000.364
2243,4/5/2023,7,RTO,6723.544
2244,4/5/2023,8,RTO,6469.996
2245,4/5/2023,9,RTO,6630.886
2246,4/5/2023,10,RTO,6670.093
2247,4/5/2023,11,RTO,6628.455
2248,4/5/2023,12,RTO,6429.63
2249,4/5/2023,13,RTO,6983.962
2250,4/5/2023,14,RTO,6848.318
2251,4/5/2023,15,RTO,6433.573
2252,4/5/2023,16,RTO,6435.606
2253,4/5/2023,17,RTO,6768.665
2254,4/5/2023,18,RTO,6748.305
2255,4/5/2023,19,RTO,6870.319
2256,4/5/2023,20,RTO,6570.702
2257,4/5/2023,21,RTO,6243.113
2258,4/5/2023,22,RTO,5503.642
2259,4/5/2023,23,RTO,5538.983
2260,4/5/2023,24,RTO,5233.279
2261,4/6/2023,1,RTO,4436.817
2262,4/6/2023,2,RTO,4280.436
2263,4/6/2023,3,RTO,4687.036
2264,4/6/2023,4,RTO,4722.033
2265,4/6/2023,5,RTO,4557.882
2266,4/6/2023,6,RTO,4178.679
2267,4/6/2023,7,RTO,3981.086
2268,4/6/2023,8,RTO,3391.963
2269,4/6/2023,9,RTO,2767.035
2270,4/6/2023,10,RTO,2284.117
2271,4/6/2023,11,RTO,1846.652
2272,4/6/2023,12,RTO,1816.128
2273,4/6/2023,13,RTO,1983.22
2274,4/6/2023,14,RTO,2065.546
2275,4/6/2023,15,RTO,2261.653
2276,4/6/2023,16,RTO,2522.695
2277,4/6/2023,17,RTO,2630.636
2278,4/6/2023,18,RTO,2355.183
2279,4/6/2023,19,RTO,2001.703
2280,4/6/2023,20,RTO,1876.469
2281,4/6/2023,21,RTO,1904.197
2282,4/6/2023,22,RTO,1754.03
2283,4/6/2023,23,RTO,1751.95
2284,4/6/2023,24,RTO,1655.582
2285,4/7/2023,1,RTO,1604.769
2286,4/7/2023,2,RTO,1701.837
2287,4/7/2023,3,RTO,1809.696
2288,4/7/2023,4,RTO,2123.891
2289,4/7/2023,5,RTO,2562.309
2290,4/7/2023,6,RTO,3280.18
2291,4/7/2023,7,RTO,3801.216
2292,4/7/2023,8,RTO,3794.714
2293,4/7/2023,9,RTO,3854.39
2294,4/7/2023,10,RTO,2992.608
2295,4/7/2023,11,RTO,2243.014
2296,4/7/2023,12,RTO,1801.83
2297,4/7/2023,13,RTO,1677.721
2298,4/7/2023,14,RTO,1739.761
2299,4/7/2023,15,RTO,1786.85
2300,4/7/2023,16,RTO,1808.013
2301,4/7/2023,17,RTO,1788.829
2302,4/7/2023,18,RTO,1820.99
2303,4/7/2023,19,RTO,1840.832
2304,4/7/2023,20,RTO,2170.833
2305,4/7/2023,21,RTO,2602.649
2306,4/7/2023,22,RTO,3154.521
2307,4/7/2023,23,RTO,3347.479
2308,4/7/2023,24,RTO,3071.312
2309,4/8/2023,1,RTO,2678.975
2310,4/8/2023,2,RTO,2459.959
2311,4/8/2023,3,RTO,2410.223
2312,4/8/2023,4,RTO,2832.361
2313,4/8/2023,5,RTO,2872.273
2314,4/8/2023,6,RTO,2881.2
2315,4/8/2023,7,RTO,2765.327
2316,4/8/2023,8,RTO,3246.565
2317,4/8/2023,9,RTO,3182.592
2318,4/8/2023,10,RTO,2136.21
2319,4/8/2023,11,RTO,2057.934
2320,4/8/2023,12,RTO,2068.401
2321,4/8/2023,13,RTO,2034.194
2322,4/8/2023,14,RTO,1592.44
2323,4/8/2023,15,RTO,1087.37
2324,4/8/2023,16,RTO,959.278
2325,4/8/2023,17,RTO,820.914
2326,4/8/2023,18,RTO,699.923
2327,4/8/2023,19,RTO,722.224
2328,4/8/2023,20,RTO,869.803
2329,4/8/2023,21,RTO,1153.013
2330,4/8/2023,22,RTO,1811.111
2331,4/8/2023,23,RTO,2393.745
2332,4/8/2023,24,RTO,2946.78
2333,4/9/2023,1,RTO,2791.114
2334,4/9/2023,2,RTO,2878.586
2335,4/9/2023,3,RTO,2565.754
2336,4/9/2023,4,RTO,2204.074
2337,4/9/2023,5,RTO,1891.836
2338,4/9/2023,6,RTO,1748.978
2339,4/9/2023,7,RTO,1625.111
2340,4/9/2023,8,RTO,1627.391
2341,4/9/2023,9,RTO,1328.363
2342,4/9/2023,10,RTO,862.71
2343,4/9/2023,11,RTO,780.568
2344,4/9/2023,12,RTO,1073.707
2345,4/9/2023,13,RTO,1038.668
2346,4/9/2023,14,RTO,1240.908
2347,4/9/2023,15,RTO,1411.657
2348,4/9/2023,16,RTO,1550.401
2349,4/9/2023,17,RTO,1458.792
2350,4/9/2023,18,RTO,1323.576
2351,4/9/2023,19,RTO,1268.838
2352,4/9/2023,20,RTO,1134.236
2353,4/9/2023,21,RTO,1211.444
2354,4/9/2023,22,RTO,1856.301
2355,4/9/2023,23,RTO,2643.526
2356,4/9/2023,24,RTO,3205.808
2357,4/10/2023,1,RTO,3470.866
2358,4/10/2023,2,RTO,3592.829
2359,4/10/2023,3,RTO,3590.839
2360,4/10/2023,4,RTO,3200.065
2361,4/10/2023,5,RTO,3207.083
2362,4/10/2023,6,RTO,3401.127
2363,4/10/2023,7,RTO,3526.501
2364,4/10/2023,8,RTO,3300.026
2365,4/10/2023,9,RTO,2916.174
2366,4/10/2023,10,RTO,1952.395
2367,4/10/2023,11,RTO,1640.855
2368,4/10/2023,12,RTO,1789.575
2369,4/10/2023,13,RTO,1408.597
2370,4/10/2023,14,RTO,933.286
2371,4/10/2023,15,RTO,599.49
2372,4/10/2023,16,RTO,550.666
2373,4/10/2023,17,RTO,565.68
2374,4/10/2023,18,RTO,559.367
2375,4/10/2023,19,RTO,562.351
2376,4/10/2023,20,RTO,529.65
2377,4/10/2023,21,RTO,557.544
2378,4/10/2023,22,RTO,794.716
2379,4/10/2023,23,RTO,1155.214
2380,4/10/2023,24,RTO,1609.132
2381,4/11/2023,1,RTO,2011.618
2382,4/11/2023,2,RTO,2654.74
2383,4/11/2023,3,RTO,2969.469
2384,4/11/2023,4,RTO,3232.414
2385,4/11/2023,5,RTO,3089.878
2386,4/11/2023,6,RTO,2882.234
2387,4/11/2023,7,RTO,3010.069
2388,4/11/2023,8,RTO,3358.793
2389,4/11/2023,9,RTO,3202.794
2390,4/11/2023,10,RTO,2201.741
2391,4/11/2023,11,RTO,2126.839
2392,4/11/2023,12,RTO,2739.828
2393,4/11/2023,13,RTO,3505.337
2394,4/11/2023,14,RTO,4132.468
2395,4/11/2023,15,RTO,4538.376
2396,4/11/2023,16,RTO,4919.529
2397,4/11/2023,17,RTO,5297.107
2398,4/11/2023,18,RTO,5459.765
2399,4/11/2023,19,RTO,5386.916
2400,4/11/2023,20,RTO,4633.151
2401,4/11/2023,21,RTO,4426.471
2402,4/11/2023,22,RTO,5793.022
2403,4/11/2023,23,RTO,7513.68
2404,4/11/2023,24,RTO,8408.588
2405,4/12/2023,1,RTO,8177.12
2406,4/12/2023,2,RTO,7660.986
2407,4/12/2023,3,RTO,7626.072
2408,4/12/2023,4,RTO,7766.363
2409,4/12/2023,5,RTO,7433.56
2410,4/12/2023,6,RTO,7209.319
2411,4/12/2023,7,RTO,7232.624
2412,4/12/2023,8,RTO,6943.752
2413,4/12/2023,9,RTO,6225.686
2414,4/12/2023,10,RTO,5237.092
2415,4/12/2023,11,RTO,5217.967
2416,4/12/2023,12,RTO,5448.063
2417,4/12/2023,13,RTO,5820.198
2418,4/12/2023,14,RTO,6349.605
2419,4/12/2023,15,RTO,6355.034
2420,4/12/2023,16,RTO,6340.365
2421,4/12/2023,17,RTO,6374.205
2422,4/12/2023,18,RTO,6570.255
