,Date,HE,Area,MW
6189,9/18/2023,1,RTO,897.05
6190,9/18/2023,2,RTO,813.956
6191,9/18/2023,3,RTO,903.928
6192,9/18/2023,4,RTO,1038.06
6193,9/18/2023,5,RTO,1058.015
6194,9/18/2023,6,RTO,1027.741
6195,9/18/2023,7,RTO,732.34
6196,9/18/2023,8,RTO,725.448
6197,9/18/2023,9,RTO,810.248
6198,9/18/2023,10,RTO,754.023
6199,9/18/2023,11,RTO,710.463
6200,9/18/2023,12,RTO,903.213
6201,9/18/2023,13,RTO,1088.839
6202,9/18/2023,14,RTO,1068.645
6203,9/18/2023,15,RTO,1119.394
6204,9/18/2023,16,RTO,1229.409
6205,9/18/2023,17,RTO,1107.856
6206,9/18/2023,18,RTO,1186.971
6207,9/18/2023,19,RTO,1045.861
6208,9/18/2023,20,RTO,1062.726
6209,9/18/2023,21,RTO,1179.361
6210,9/18/2023,22,RTO,1485.555
6211,9/18/2023,23,RTO,1635.373
6212,9/18/2023,24,RTO,1881.937
6213,9/19/2023,1,RTO,2119.728
6214,9/19/2023,2,RTO,2463.933
6215,9/19/2023,3,RTO,2610.547
6216,9/19/2023,4,RTO,2477.34
6217,9/19/2023,5,RTO,2547.312
6218,9/19/2023,6,RTO,2691.817
6219,9/19/2023,7,RTO,2919.205
6220,9/19/2023,8,RTO,3236.894
6221,9/19/2023,9,RTO,3501.33
6222,9/19/2023,10,RTO,3075.746
6223,9/19/2023,11,RTO,2676.76
6224,9/19/2023,12,RTO,3017.457
6225,9/19/2023,13,RTO,2972.799
6226,9/19/2023,14,RTO,2706.966
6227,9/19/2023,15,RTO,2809.775
6228,9/19/2023,16,RTO,2934.979
6229,9/19/2023,17,RTO,3436.485
6230,9/19/2023,18,RTO,3585.969
6231,9/19/2023,19,RTO,2999.639
6232,9/19/2023,20,RTO,3107.727
6233,9/19/2023,21,RTO,4117.332
6234,9/19/2023,22,RTO,4646.757
6235,9/19/2023,23,RTO,4497.787
6236,9/19/2023,24,RTO,4586.721
6237,9/20/2023,1,RTO,4509.73
6238,9/20/2023,2,RTO,4213.645
6239,9/20/2023,3,RTO,4071.35
6240,9/20/2023,4,RTO,3966.97
6241,9/20/2023,5,RTO,3795.106
6242,9/20/2023,6,RTO,3470.315
6243,9/20/2023,7,RTO,3117.413
6244,9/20/2023,8,RTO,2772.299
6245,9/20/2023,9,RTO,2286.909
6246,9/20/2023,10,RTO,1325.545
6247,9/20/2023,11,RTO,733.126
6248,9/20/2023,12,RTO,728.121
6249,9/20/2023,13,RTO,697.677
6250,9/20/2023,14,RTO,479.482
6251,9/20/2023,15,RTO,452.355
6252,9/20/2023,16,RTO,546.555
6253,9/20/2023,17,RTO,667.911
6254,9/20/2023,18,RTO,644.085
6255,9/20/2023,19,RTO,689.319
6256,9/20/2023,20,RTO,796.546
6257,9/20/2023,21,RTO,983.753
6258,9/20/2023,22,RTO,1222.29
6259,9/20/2023,23,RTO,1529.53
6260,9/20/2023,24,RTO,1621.887
6261,9/21/2023,1,RTO,1714.982
6262,9/21/2023,2,RTO,1723.577
6263,9/21/2023,3,RTO,1649.17
6264,9/21/2023,4,RTO,1566.081
6265,9/21/2023,5,RTO,1664.21
6266,9/21/2023,6,RTO,1705.385
6267,9/21/2023,7,RTO,1603.107
6268,9/21/2023,8,RTO,1592.092
6269,9/21/2023,9,RTO,1679.227
6270,9/21/2023,10,RTO,1441.77
6271,9/21/2023,11,RTO,1436.307
6272,9/21/2023,12,RTO,1408.216
6273,9/21/2023,13,RTO,1610.71
6274,9/21/2023,14,RTO,1743.458
6275,9/21/2023,15,RTO,1835.829
6276,9/21/2023,16,RTO,1565.515
6277,9/21/2023,17,RTO,1351.402
6278,9/21/2023,18,RTO,1209.804
6279,9/21/2023,19,RTO,1156.723
6280,9/21/2023,20,RTO,1246.275
6281,9/21/2023,21,RTO,1471.094
6282,9/21/2023,23,RTO,2045.404
6283,9/21/2023,24,RTO,2416.719
6284,9/22/2023,1,RTO,2586.769
6285,9/22/2023,2,RTO,2657.102
6286,9/22/2023,3,RTO,2887.297
6287,9/22/2023,4,RTO,3027.796
6288,9/22/2023,6,RTO,3388.324
6289,9/22/2023,7,RTO,3475.479
6290,9/22/2023,8,RTO,3592.174
6291,9/22/2023,9,RTO,3239.967
6292,9/22/2023,10,RTO,2385.802
6293,9/22/2023,11,RTO,2263.005
6294,9/22/2023,12,RTO,2493.819
6295,9/22/2023,13,RTO,2229.447
6296,9/22/2023,14,RTO,1663.095
6297,9/22/2023,15,RTO,1636.963
6298,9/22/2023,16,RTO,1842.601
6299,9/22/2023,17,RTO,1876.06
6300,9/22/2023,18,RTO,2005.808
6301,9/22/2023,19,RTO,2153.411
6302,9/22/2023,20,RTO,2753.37
6303,9/22/2023,21,RTO,3646.681
6304,9/22/2023,22,RTO,4258.644
6305,9/22/2023,23,RTO,4523.4
6306,9/22/2023,24,RTO,4561.882
6307,9/23/2023,1,RTO,4591.403
6308,9/23/2023,2,RTO,4396.393
6309,9/23/2023,3,RTO,4306.84
6310,9/23/2023,4,RTO,4243.609
6311,9/23/2023,5,RTO,3888.489
6312,9/23/2023,6,RTO,3486.04
6313,9/23/2023,7,RTO,3265.021
6314,9/23/2023,8,RTO,3357.243
6315,9/23/2023,9,RTO,3320.447
6316,9/23/2023,10,RTO,2395.624
6317,9/23/2023,11,RTO,1709.095
6318,9/23/2023,12,RTO,2145.865
6319,9/23/2023,13,RTO,2406.047
6320,9/23/2023,14,RTO,2613.952
6321,9/23/2023,15,RTO,2942.683
6322,9/23/2023,16,RTO,2977.032
6323,9/23/2023,17,RTO,2952.335
6324,9/23/2023,18,RTO,2951.069
6325,9/23/2023,19,RTO,2987.099
6326,9/23/2023,20,RTO,3746.899
6327,9/23/2023,21,RTO,5506.077
6328,9/23/2023,22,RTO,6327.334
6329,9/23/2023,23,RTO,6623.198
6330,9/23/2023,24,RTO,6519.058
6331,9/24/2023,1,RTO,5806.714
6332,9/24/2023,2,RTO,6033.351
6333,9/24/2023,3,RTO,6093.711
6334,9/24/2023,4,RTO,5239.617
6335,9/24/2023,5,RTO,4348.663
6336,9/24/2023,6,RTO,3807.148
6337,9/24/2023,7,RTO,3422.668
6338,9/24/2023,8,RTO,3318.223
6339,9/24/2023,9,RTO,3463.482
6340,9/24/2023,10,RTO,2454.123
6341,9/24/2023,11,RTO,1849.201
6342,9/24/2023,12,RTO,1775.709
6343,9/24/2023,13,RTO,1674.313
6344,9/24/2023,14,RTO,1712.703
6345,9/24/2023,15,RTO,1798.491
6346,9/24/2023,16,RTO,1860.101
6347,9/24/2023,17,RTO,1827.403
6348,9/24/2023,18,RTO,1659.892
6349,9/24/2023,19,RTO,1720.622
6350,9/24/2023,20,RTO,2027.822
6351,9/24/2023,21,RTO,2919.056
6352,9/24/2023,22,RTO,3285.49
6353,9/24/2023,23,RTO,3122.253
6354,9/24/2023,24,RTO,2210.16
6355,9/25/2023,1,RTO,1777.214
6356,9/25/2023,2,RTO,1656.588
6357,9/25/2023,3,RTO,1794.411
6358,9/25/2023,4,RTO,1393.279
6359,9/25/2023,5,RTO,1366.512
6360,9/25/2023,6,RTO,1363.973
6361,9/25/2023,7,RTO,1332.634
6362,9/25/2023,8,RTO,1491.58
6363,9/25/2023,9,RTO,1419.539
6364,9/25/2023,10,RTO,754.176
6365,9/25/2023,11,RTO,407.007
6366,9/25/2023,12,RTO,393.447
6367,9/25/2023,13,RTO,447.537
6368,9/25/2023,14,RTO,430.989
6369,9/25/2023,15,RTO,478.083
6370,9/25/2023,16,RTO,564.895
6371,9/25/2023,17,RTO,573.96
6372,9/25/2023,18,RTO,655.113
6373,9/25/2023,19,RTO,815.947
6374,9/25/2023,20,RTO,907.35
6375,9/25/2023,21,RTO,1430.598
6376,9/25/2023,22,RTO,2411.406
6377,9/25/2023,23,RTO,2801.176
6378,9/25/2023,24,RTO,3046.412
6379,9/26/2023,1,RTO,3398.02
6380,9/26/2023,2,RTO,3492.704
6381,9/26/2023,3,RTO,3237.625
6382,9/26/2023,4,RTO,2896.696
6383,9/26/2023,5,RTO,2544.011
6384,9/26/2023,6,RTO,2289.19
6385,9/26/2023,7,RTO,2233.56
6386,9/26/2023,8,RTO,2176.386
6387,9/26/2023,9,RTO,1792.027
6388,9/26/2023,10,RTO,1357.84
6389,9/26/2023,11,RTO,1051.997
6390,9/26/2023,12,RTO,1060.965
6391,9/26/2023,13,RTO,1108.027
6392,9/26/2023,14,RTO,1086.62
6393,9/26/2023,15,RTO,983.798
6394,9/26/2023,16,RTO,1092.163
6395,9/26/2023,17,RTO,1280.181
6396,9/26/2023,18,RTO,1710.998
6397,9/26/2023,19,RTO,1935.11
6398,9/26/2023,20,RTO,1904.4
6399,9/26/2023,21,RTO,2229.519
6400,9/26/2023,22,RTO,2890.419
6401,9/26/2023,23,RTO,3467.784
6402,9/26/2023,24,RTO,3599.76
6403,9/27/2023,1,RTO,3355.398
6404,9/27/2023,2,RTO,2907.157
6405,9/27/2023,3,RTO,2684.588
6406,9/27/2023,4,RTO,2857.028
6407,9/27/2023,5,RTO,2393.87
6408,9/27/2023,6,RTO,2093.699
6409,9/27/2023,7,RTO,2194.325
6410,9/27/2023,8,RTO,1774.863
6411,9/27/2023,9,RTO,1453.638
6412,9/27/2023,10,RTO,1374.812
6413,9/27/2023,11,RTO,1140.913
6414,9/27/2023,12,RTO,1097.026
6415,9/27/2023,13,RTO,1114.617
6416,9/27/2023,14,RTO,857.553
6417,9/27/2023,15,RTO,795.229
6418,9/27/2023,16,RTO,760.451
6419,9/27/2023,17,RTO,808.855
6420,9/27/2023,18,RTO,1165.351
6421,9/27/2023,19,RTO,1567.894
6422,9/27/2023,20,RTO,1694.542
6423,9/27/2023,21,RTO,1984.033
6424,9/27/2023,22,RTO,2324.629
6425,9/27/2023,23,RTO,2267.612
6426,9/27/2023,24,RTO,2174.406
6427,9/28/2023,1,RTO,2047.723
6428,9/28/2023,2,RTO,1827.012
6429,9/28/2023,3,RTO,1557.354
6430,9/28/2023,4,RTO,1535.39
6431,9/28/2023,5,RTO,1373.446
6432,9/28/2023,6,RTO,1352.233
6433,9/28/2023,7,RTO,1388.629
6434,9/28/2023,8,RTO,1188.631
6435,9/28/2023,9,RTO,1104.415
6436,9/28/2023,10,RTO,950.076
6437,9/28/2023,11,RTO,901.727
6438,9/28/2023,12,RTO,770.786
6439,9/28/2023,13,RTO,589.529
6440,9/28/2023,14,RTO,520.604
6441,9/28/2023,15,RTO,511.078
6442,9/28/2023,16,RTO,524.429
6443,9/28/2023,17,RTO,618.172
6444,9/28/2023,18,RTO,800.8
6445,9/28/2023,19,RTO,862.572
6446,9/28/2023,20,RTO,935.254
6447,9/28/2023,21,RTO,1290.174
6448,9/28/2023,22,RTO,1519.922
6449,9/28/2023,23,RTO,1588.917
6450,9/28/2023,24,RTO,1540.153
6451,9/29/2023,1,RTO,1487.949
6452,9/29/2023,2,RTO,1412.143
6453,9/29/2023,3,RTO,1349.521
6454,9/29/2023,4,RTO,1152.279
6455,9/29/2023,5,RTO,906.434
6456,9/29/2023,6,RTO,776.659
6457,9/29/2023,7,RTO,689.878
6458,9/29/2023,8,RTO,615.179
6459,9/29/2023,9,RTO,582.029
6460,9/29/2023,10,RTO,388.813
6461,9/29/2023,11,RTO,257.229
6462,9/29/2023,12,RTO,255.233
6463,9/29/2023,13,RTO,334.683
6464,9/29/2023,14,RTO,218.449
6465,9/29/2023,15,RTO,199.481
6466,9/29/2023,16,RTO,163.352
6467,9/29/2023,17,RTO,182.964
6468,9/29/2023,18,RTO,255.424
6469,9/29/2023,19,RTO,378.224
6470,9/29/2023,20,RTO,736.545
6471,9/29/2023,21,RTO,1532.577
6472,9/29/2023,22,RTO,2243.564
6473,9/29/2023,23,RTO,2547.329
6474,9/29/2023,24,RTO,2418.486
6475,9/30/2023,1,RTO,2343.521
6476,9/30/2023,2,RTO,2432.594
6477,9/30/2023,3,RTO,2347.42
6478,9/30/2023,4,RTO,2259.899
6479,9/30/2023,5,RTO,2045.766
6480,9/30/2023,6,RTO,1902.224
6481,9/30/2023,7,RTO,1766.403
6482,9/30/2023,8,RTO,1777.827
6483,9/30/2023,9,RTO,1694.299
6484,9/30/2023,10,RTO,1069.205
6485,9/30/2023,11,RTO,592.526
6486,9/30/2023,12,RTO,398.298
6487,9/30/2023,13,RTO,372.997
6488,9/30/2023,14,RTO,411.509
6489,9/30/2023,15,RTO,380.65
6490,9/30/2023,16,RTO,450.103
6491,9/30/2023,17,RTO,627.754
6492,9/30/2023,18,RTO,804.738
6493,9/30/2023,19,RTO,938.054
6494,9/30/2023,20,RTO,1064.873
6495,9/30/2023,21,RTO,1687.165
6496,9/30/2023,22,RTO,2590.164
6497,9/30/2023,23,RTO,2647.866
6498,9/30/2023,24,RTO,2236.765
6499,10/1/2023,1,RTO,2125.971
6500,10/1/2023,2,RTO,2097.854
6501,10/1/2023,3,RTO,1836.73
6502,10/1/2023,4,RTO,1529.879
6503,10/1/2023,5,RTO,1207.473
6504,10/1/2023,6,RTO,898.019
6505,10/1/2023,7,RTO,930.655
6506,10/1/2023,8,RTO,1038.712
6507,10/1/2023,9,RTO,1097.352
6508,10/1/2023,10,RTO,775.835
6509,10/1/2023,11,RTO,350.162
6510,10/1/2023,12,RTO,313.898
6511,10/1/2023,13,RTO,283.398
6512,10/1/2023,14,RTO,346.116
6513,10/1/2023,15,RTO,409.363
6514,10/1/2023,16,RTO,491.113
6515,10/1/2023,17,RTO,494.225
6516,10/1/2023,18,RTO,539.532
6517,10/1/2023,19,RTO,595.822
6518,10/1/2023,20,RTO,683.289
6519,10/1/2023,21,RTO,993.788
6520,10/1/2023,22,RTO,1178.016
6521,10/1/2023,23,RTO,1367.669
6522,10/1/2023,24,RTO,1537.022
6523,10/2/2023,1,RTO,1508.307
6524,10/2/2023,2,RTO,1302.999
6525,10/2/2023,3,RTO,1077.359
6526,10/2/2023,4,RTO,926.778
6527,10/2/2023,5,RTO,893.952
6528,10/2/2023,6,RTO,839.705
6529,10/2/2023,7,RTO,663.721
6530,10/2/2023,8,RTO,509.273
6531,10/2/2023,9,RTO,390.247
6532,10/2/2023,11,RTO,64.595
6533,10/2/2023,12,RTO,141.746
6534,10/2/2023,13,RTO,249.626
6535,10/2/2023,14,RTO,311.207
6536,10/2/2023,15,RTO,355.578
6537,10/2/2023,16,RTO,423.42
6538,10/2/2023,17,RTO,483.037
6539,10/2/2023,18,RTO,515.42
6540,10/2/2023,19,RTO,455.977
6541,10/2/2023,20,RTO,408.333
6542,10/2/2023,21,RTO,687.996
6543,10/2/2023,22,RTO,1177.587
6544,10/2/2023,23,RTO,1630.558
6545,10/2/2023,24,RTO,1911.437
6546,10/3/2023,1,RTO,2176.665
6547,10/3/2023,2,RTO,2307.849
6548,10/3/2023,3,RTO,1992.533
6549,10/3/2023,4,RTO,1665.336
6550,10/3/2023,5,RTO,1367.256
6551,10/3/2023,6,RTO,1021.743
6552,10/3/2023,7,RTO,879.837
6553,10/3/2023,8,RTO,825.053
6554,10/3/2023,9,RTO,832.276
6555,10/3/2023,10,RTO,677.512
6556,10/3/2023,11,RTO,271.675
6557,10/3/2023,12,RTO,477.33
6558,10/3/2023,13,RTO,1072.017
6559,10/3/2023,14,RTO,1441.26
6560,10/3/2023,15,RTO,1440.947
6561,10/3/2023,16,RTO,1543.143
6562,10/3/2023,17,RTO,1674.122
6563,10/3/2023,18,RTO,1874.772
6564,10/3/2023,19,RTO,1321.641
6565,10/3/2023,20,RTO,1442.567
6566,10/3/2023,21,RTO,2427.689
6567,10/3/2023,22,RTO,3532.523
6568,10/3/2023,23,RTO,4143.761
6569,10/3/2023,24,RTO,4411.216
6570,10/4/2023,1,RTO,4231.777
6571,10/4/2023,2,RTO,3964.087
6572,10/4/2023,3,RTO,3812.193
6573,10/4/2023,4,RTO,3752.943
6574,10/4/2023,5,RTO,3713.762
6575,10/4/2023,6,RTO,3860.33
6576,10/4/2023,7,RTO,3593.478
6577,10/4/2023,8,RTO,3425.894
6578,10/4/2023,9,RTO,3300.898
6579,10/4/2023,10,RTO,2663.022
6580,10/4/2023,11,RTO,2563.568
6581,10/4/2023,12,RTO,3497.438
6582,10/4/2023,13,RTO,4310.307
6583,10/4/2023,14,RTO,4460.856
6584,10/4/2023,15,RTO,4342.517
6585,10/4/2023,16,RTO,4263.807
6586,10/4/2023,17,RTO,3873.04
6587,10/4/2023,18,RTO,3746.317
6588,10/4/2023,19,RTO,3454.853
6589,10/4/2023,20,RTO,3160.084
6590,10/4/2023,21,RTO,3713.275
6591,10/4/2023,22,RTO,4021.762
6592,10/4/2023,23,RTO,3997.78
6593,10/4/2023,24,RTO,4082.204
6594,10/5/2023,1,RTO,4039.21
6595,10/5/2023,2,RTO,3353.814
6596,10/5/2023,3,RTO,2893.367
6597,10/5/2023,4,RTO,2573.694
6598,10/5/2023,5,RTO,2762.524
6599,10/5/2023,6,RTO,2686.454
6600,10/5/2023,7,RTO,2316.927
6601,10/5/2023,8,RTO,2279.184
6602,10/5/2023,9,RTO,2262.802
6603,10/5/2023,10,RTO,1926.446
6604,10/5/2023,11,RTO,2241.055
6605,10/5/2023,12,RTO,2404.298
6606,10/5/2023,13,RTO,2430.848
6607,10/5/2023,14,RTO,2732.283
6608,10/5/2023,15,RTO,2396.374
6609,10/5/2023,16,RTO,1961.463
6610,10/5/2023,17,RTO,2237.413
6611,10/5/2023,18,RTO,2615.49
6612,10/5/2023,19,RTO,2359.678
6613,10/5/2023,20,RTO,2515.37
6614,10/5/2023,21,RTO,3404.618
6615,10/5/2023,22,RTO,4201.249
6616,10/5/2023,23,RTO,4630.238
6617,10/5/2023,24,RTO,4763.12
6618,10/6/2023,1,RTO,4179.139
6619,10/6/2023,2,RTO,3854.982
6620,10/6/2023,3,RTO,3852.627
6621,10/6/2023,4,RTO,4000.217
6622,10/6/2023,5,RTO,3709.213
6623,10/6/2023,6,RTO,3422.421
6624,10/6/2023,7,RTO,3608.265
6625,10/6/2023,8,RTO,3031.29
6626,10/6/2023,9,RTO,2351.531
6627,10/6/2023,10,RTO,1694.651
6628,10/6/2023,11,RTO,1579.452
6629,10/6/2023,12,RTO,2335.893
6630,10/6/2023,13,RTO,3742.174
6631,10/6/2023,14,RTO,4830.259
6632,10/6/2023,15,RTO,5745.598
6633,10/6/2023,16,RTO,6234.853
6634,10/6/2023,17,RTO,6070.583
6635,10/6/2023,18,RTO,6243.082
6636,10/6/2023,19,RTO,6601.734
6637,10/6/2023,20,RTO,6483.745
6638,10/6/2023,21,RTO,6356.968
6639,10/6/2023,22,RTO,6203.216
6640,10/6/2023,23,RTO,5927.486
6641,10/6/2023,24,RTO,5436.592
6642,10/7/2023,1,RTO,5496.31
6643,10/7/2023,2,RTO,5471.345
6644,10/7/2023,3,RTO,5618.679
6645,10/7/2023,4,RTO,5791.203
6646,10/7/2023,5,RTO,5819.314
6647,10/7/2023,6,RTO,5863.103
6648,10/7/2023,7,RTO,5470.126
6649,10/7/2023,8,RTO,5205.323
6650,10/7/2023,9,RTO,5077.609
6651,10/7/2023,10,RTO,4437.03
6652,10/7/2023,11,RTO,4676.012
6653,10/7/2023,12,RTO,5334.052
6654,10/7/2023,13,RTO,5809.864
6655,10/7/2023,14,RTO,6042.655
6656,10/7/2023,15,RTO,6407.981
6657,10/7/2023,16,RTO,6770.753
6658,10/7/2023,17,RTO,6781.388
6659,10/7/2023,18,RTO,6724.885
6660,10/7/2023,19,RTO,5927.224
6661,10/7/2023,20,RTO,4671.004
6662,10/7/2023,21,RTO,4201.799
6663,10/7/2023,22,RTO,4195.264
6664,10/7/2023,23,RTO,4035.831
6665,10/7/2023,24,RTO,3716.887
6666,10/8/2023,1,RTO,3458.343
6667,10/8/2023,2,RTO,3212.613
6668,10/8/2023,3,RTO,2984.052
6669,10/8/2023,4,RTO,2714.151
6670,10/8/2023,5,RTO,2577.024
6671,10/8/2023,6,RTO,2504.369
6672,10/8/2023,7,RTO,2492.651
6673,10/8/2023,8,RTO,2298.93
6674,10/8/2023,9,RTO,2366.297
6675,10/8/2023,10,RTO,2241.507
6676,10/8/2023,11,RTO,2416.817
6677,10/8/2023,12,RTO,2992.936
6678,10/8/2023,13,RTO,3009.992
6679,10/8/2023,14,RTO,2840.015
6680,10/8/2023,15,RTO,2839.711
6681,10/8/2023,16,RTO,2796.743
6682,10/8/2023,17,RTO,2659.553
6683,10/8/2023,18,RTO,2462.771
6684,10/8/2023,19,RTO,2421.457
6685,10/8/2023,20,RTO,2074.884
6686,10/8/2023,21,RTO,2209.427
6687,10/8/2023,22,RTO,2238.818
6688,10/8/2023,23,RTO,2044.225
6689,10/8/2023,24,RTO,2014.73
6690,10/9/2023,1,RTO,1858.905
6691,10/9/2023,2,RTO,1579.612
6692,10/9/2023,3,RTO,1433.5
6693,10/9/2023,4,RTO,1319.251
6694,10/9/2023,5,RTO,1292.347
6695,10/9/2023,6,RTO,1365.898
6696,10/9/2023,7,RTO,1615.139
6697,10/9/2023,8,RTO,1625.87
6698,10/9/2023,9,RTO,1505.661
6699,10/9/2023,10,RTO,1303.327
6700,10/9/2023,11,RTO,1102.3
6701,10/9/2023,12,RTO,1387.108
6702,10/9/2023,13,RTO,2032.573
6703,10/9/2023,14,RTO,2559.951
6704,10/9/2023,15,RTO,2935.459
6705,10/9/2023,16,RTO,3459.46
6706,10/9/2023,17,RTO,3744.641
6707,10/9/2023,18,RTO,3710.639
6708,10/9/2023,19,RTO,3169.489
6709,10/9/2023,20,RTO,2222.246
6710,10/9/2023,21,RTO,2024.257
6711,10/9/2023,22,RTO,2069.136
6712,10/9/2023,23,RTO,2155.446
6713,10/9/2023,24,RTO,2256.385
6714,10/10/2023,1,RTO,2636.906
6715,10/10/2023,2,RTO,2723.937
6716,10/10/2023,4,RTO,2563.837
6717,10/10/2023,5,RTO,2472.904
6718,10/10/2023,6,RTO,2408.943
6719,10/10/2023,7,RTO,2319.096
6720,10/10/2023,8,RTO,2499.071
6721,10/10/2023,9,RTO,2539.232
6722,10/10/2023,10,RTO,1782.951
6723,10/10/2023,11,RTO,1647.017
6724,10/10/2023,12,RTO,3485.348
6725,10/10/2023,13,RTO,4936.471
6726,10/10/2023,14,RTO,4266.495
6727,10/10/2023,15,RTO,3698.276
6728,10/10/2023,16,RTO,3290.046
6729,10/10/2023,17,RTO,3186.587
6730,10/10/2023,18,RTO,3023.752
6731,10/10/2023,19,RTO,2106.022
6732,10/10/2023,20,RTO,1309.177
6733,10/10/2023,21,RTO,1248.935
6734,10/10/2023,22,RTO,1281.302
6735,10/10/2023,23,RTO,1418.967
6736,10/10/2023,24,RTO,1406.773
6737,10/11/2023,1,RTO,1433.627
6738,10/11/2023,2,RTO,1353.54
6739,10/11/2023,3,RTO,1319.04
6740,10/11/2023,4,RTO,1331.752
6741,10/11/2023,5,RTO,1220.09
6742,10/11/2023,6,RTO,1205.688
6743,10/11/2023,7,RTO,1427.069
6744,10/11/2023,8,RTO,1619.433
6745,10/11/2023,10,RTO,1056.196
6746,10/11/2023,11,RTO,817.3
6747,10/11/2023,12,RTO,1118.292
6748,10/11/2023,13,RTO,1430.995
6749,10/11/2023,14,RTO,1560.767
6750,10/11/2023,15,RTO,1476.433
6751,10/11/2023,16,RTO,1260.448
6752,10/11/2023,17,RTO,1532.331
6753,10/11/2023,19,RTO,1244.466
6754,10/11/2023,20,RTO,1812.807
6755,10/11/2023,21,RTO,2627.472
6756,10/11/2023,22,RTO,3192.169
6757,10/11/2023,23,RTO,3793.558
6758,10/11/2023,24,RTO,3783.699
6759,10/12/2023,1,RTO,3930.008
6760,10/12/2023,2,RTO,3320.367
6761,10/12/2023,3,RTO,3440.389
6762,10/12/2023,4,RTO,3250.253
6763,10/12/2023,5,RTO,2306.665
6764,10/12/2023,6,RTO,2301.61
6765,10/12/2023,7,RTO,2089.325
6766,10/12/2023,8,RTO,1680.22
6767,10/12/2023,9,RTO,1742.084
6768,10/12/2023,10,RTO,1415.71
6769,10/12/2023,11,RTO,900.781
6770,10/12/2023,12,RTO,633.911
6771,10/12/2023,13,RTO,620.775
6772,10/12/2023,14,RTO,883.388
6773,10/12/2023,15,RTO,1468.803
6774,10/12/2023,16,RTO,1898.1
6775,10/12/2023,17,RTO,2359.404
6776,10/12/2023,18,RTO,2981.313
6777,10/12/2023,19,RTO,3232.307
6778,10/12/2023,20,RTO,3722.771
6779,10/12/2023,21,RTO,4509.493
6780,10/12/2023,22,RTO,4699.868
6781,10/12/2023,23,RTO,4940.417
6782,10/12/2023,24,RTO,5191.698
6783,10/13/2023,1,RTO,5354.397
6784,10/13/2023,2,RTO,5397.629
6785,10/13/2023,3,RTO,5282.205
6786,10/13/2023,4,RTO,5062.332
6787,10/13/2023,5,RTO,5242.1
6788,10/13/2023,6,RTO,5264.642
6789,10/13/2023,7,RTO,5337.475
6790,10/13/2023,8,RTO,5256.393
6791,10/13/2023,9,RTO,5298.934
6792,10/13/2023,10,RTO,4939.003
6793,10/13/2023,11,RTO,4586.359
6794,10/13/2023,12,RTO,4407.54
6795,10/13/2023,13,RTO,4658.112
6796,10/13/2023,14,RTO,4049.373
6797,10/13/2023,15,RTO,3214.588
6798,10/13/2023,16,RTO,2928.394
6799,10/13/2023,17,RTO,3214.256
6800,10/13/2023,18,RTO,3307.049
6801,10/13/2023,19,RTO,3585.462
6802,10/13/2023,20,RTO,3615.026
6803,10/13/2023,21,RTO,3968.132
6804,10/13/2023,22,RTO,4444.208
6805,10/13/2023,23,RTO,4269.898
6806,10/13/2023,24,RTO,4241.89
6807,10/14/2023,1,RTO,3537.163
6808,10/14/2023,2,RTO,3369.223
6809,10/14/2023,3,RTO,3311.883
6810,10/14/2023,4,RTO,3152.084
6811,10/14/2023,5,RTO,2958.612
6812,10/14/2023,6,RTO,2932.565
6813,10/14/2023,7,RTO,3408.81
6814,10/14/2023,8,RTO,3436.906
6815,10/14/2023,9,RTO,3461.475
6816,10/14/2023,10,RTO,3691.023
6817,10/14/2023,11,RTO,4294.83
6818,10/14/2023,12,RTO,4871.707
6819,10/14/2023,13,RTO,5233.93
6820,10/14/2023,14,RTO,5421.696
6821,10/14/2023,15,RTO,6011.294
6822,10/14/2023,16,RTO,6083.753
6823,10/14/2023,17,RTO,6409.154
6824,10/14/2023,18,RTO,6514.515
6825,10/14/2023,19,RTO,6167.109
6826,10/14/2023,20,RTO,5390.939
6827,10/14/2023,21,RTO,5010.008
6828,10/14/2023,22,RTO,4606.581
6829,10/14/2023,23,RTO,4730.341
6830,10/14/2023,24,RTO,4900.084
6831,10/15/2023,1,RTO,4559.301
6832,10/15/2023,2,RTO,4469.085
6833,10/15/2023,3,RTO,4170.231
6834,10/15/2023,4,RTO,4172.155
6835,10/15/2023,5,RTO,4152.161
6836,10/15/2023,6,RTO,4253.55
6837,10/15/2023,7,RTO,4172.757
6838,10/15/2023,8,RTO,4139.575
6839,10/15/2023,9,RTO,3932.53
6840,10/15/2023,10,RTO,3781.465
6841,10/15/2023,11,RTO,4117.092
6842,10/15/2023,12,RTO,4425.552
6843,10/15/2023,13,RTO,4477.154
6844,10/15/2023,14,RTO,4618.359
6845,10/15/2023,15,RTO,4926.111
6846,10/15/2023,16,RTO,5303.286
6847,10/15/2023,17,RTO,5356.667
6848,10/15/2023,18,RTO,4977.516
6849,10/15/2023,19,RTO,4251.694
6850,10/15/2023,20,RTO,3564.014
6851,10/15/2023,21,RTO,3992.829
6852,10/15/2023,22,RTO,4589.091
6853,10/15/2023,23,RTO,4807.506
6854,10/15/2023,24,RTO,4672.841
6855,10/16/2023,1,RTO,4460.909
6856,10/16/2023,2,RTO,4233.511
6857,10/16/2023,3,RTO,3790.205
6858,10/16/2023,4,RTO,3541.484
6859,10/16/2023,5,RTO,3669.199
