,Date,HE,MW
4829,7/22/2023,22,2.396374805
4830,7/22/2023,23,208.8004091
4831,7/22/2023,24,-306.8683157
4832,7/23/2023,1,482.1701417
4833,7/23/2023,2,1226.182498
4834,7/23/2023,3,362.6539653
4835,7/23/2023,4,35.74310512
4836,7/23/2023,5,2346.474252
4837,7/23/2023,6,764.6144277
4838,7/23/2023,7,862.4153775
4839,7/23/2023,8,372.1899109
4840,7/23/2023,9,546.0124859
4841,7/23/2023,10,-1474.284606
4842,7/23/2023,11,-216.1270627
4843,7/23/2023,12,653.584036
4844,7/23/2023,13,378.1663209
4845,7/23/2023,14,235.6743807
4846,7/23/2023,15,-10.47300662
4847,7/23/2023,16,142.1752647
4848,7/23/2023,17,467.5822666
4849,7/23/2023,18,-417.089101
4850,7/23/2023,19,-495.5399264
4851,7/23/2023,20,301.1036622
4852,7/23/2023,21,487.7769092
4853,7/23/2023,22,-155.5750827
4854,7/23/2023,23,1108.241343
4855,7/23/2023,24,312.1479165
4856,7/24/2023,1,72.42581752
4857,7/24/2023,2,-607.5569921
4858,7/24/2023,3,-1145.730729
4859,7/24/2023,4,428.0934297
4860,7/24/2023,5,-615.7301635
4861,7/24/2023,6,1085.237085
4862,7/24/2023,7,-146.2474686
4863,7/24/2023,8,-398.8776147
4864,7/24/2023,9,-1021.457928
4865,7/24/2023,10,-1018.755261
4866,7/24/2023,11,26.13737803
4867,7/24/2023,12,438.8461905
4868,7/24/2023,13,-356.8864966
4869,7/24/2023,14,-1155.52608
4870,7/24/2023,16,-193.2254494
4871,7/24/2023,17,-90.78684035
4872,7/24/2023,18,183.7710673
4873,7/24/2023,19,-88.65737298
4874,7/24/2023,20,-482.9113014
4875,7/24/2023,21,640.6948643
4876,7/24/2023,22,-104.2274209
4877,7/24/2023,23,-806.1501643
4878,7/24/2023,24,827.1880936
4879,7/25/2023,1,-148.1967929
4880,7/25/2023,2,457.9983386
4881,7/25/2023,3,711.1633486
4882,7/25/2023,4,831.680404
4883,7/25/2023,5,-23.22748269
4884,7/25/2023,6,540.3713205
4885,7/25/2023,7,1799.795719
4886,7/25/2023,8,76.74783913
4887,7/25/2023,9,-1012.362901
4888,7/25/2023,10,-245.318186
4889,7/25/2023,11,-197.677132
4890,7/25/2023,12,793.439605
4891,7/25/2023,13,-967.1978895
4892,7/25/2023,14,-231.8896233
4893,7/25/2023,15,201.2333399
4894,7/25/2023,16,-373.8597375
4895,7/25/2023,17,649.8522868
4896,7/25/2023,18,402.8867359
4897,7/25/2023,19,-492.689847
4898,7/25/2023,20,400.2795293
4899,7/25/2023,21,317.9374866
4900,7/25/2023,22,889.7173679
4901,7/25/2023,23,2811.53281
4902,7/25/2023,24,3409.314514
4903,7/26/2023,1,2596.492152
4904,7/26/2023,2,1809.399349
4905,7/26/2023,3,2674.517112
4906,7/26/2023,4,3167.760099
4907,7/26/2023,5,3217.992251
4908,7/26/2023,6,3780.392721
4909,7/26/2023,7,4385.60448
4910,7/26/2023,8,3892.844331
4911,7/26/2023,9,3169.95404
4912,7/26/2023,10,2208.127724
4913,7/26/2023,11,3035.887465
4914,7/26/2023,12,3273.221942
4915,7/26/2023,14,4976.769088
4916,7/26/2023,15,5126.187468
4917,7/26/2023,16,3258.960245
4918,7/26/2023,17,4873.415734
4919,7/26/2023,18,4301.67553
4920,7/26/2023,19,2495.996423
4921,7/26/2023,20,3292.617979
4922,7/26/2023,21,1343.804082
4923,7/26/2023,22,3869.587036
4924,7/26/2023,23,2734.002299
4925,7/26/2023,24,1974.180771
4926,7/27/2023,1,1782.425469
4927,7/27/2023,2,1851.536834
4928,7/27/2023,3,2799.22636
4929,7/27/2023,4,420.260427
4930,7/27/2023,5,2292.66324
4931,7/27/2023,6,1758.015782
4932,7/27/2023,7,1522.293745
4933,7/27/2023,8,1194.991184
4934,7/27/2023,9,2445.615909
4935,7/27/2023,10,125.4283343
4936,7/27/2023,11,456.4632164
4937,7/27/2023,12,1399.113262
4938,7/27/2023,13,53.37553837
4939,7/27/2023,14,368.3650304
4940,7/27/2023,15,950.0913405
4941,7/27/2023,16,-317.7441384
4942,7/27/2023,17,1086.86966
4943,7/27/2023,19,57.9165336
4944,7/27/2023,20,1186.075088
4945,7/27/2023,21,430.0670052
4946,7/27/2023,22,1165.389403
4947,7/27/2023,23,-205.6140955
4948,7/27/2023,24,459.8723808
4949,7/28/2023,1,1953.29833
4950,7/28/2023,2,1331.476038
4951,7/28/2023,3,1659.807026
4952,7/28/2023,4,1934.002784
4953,7/28/2023,5,2798.652874
4954,7/28/2023,6,3182.205046
4955,7/28/2023,7,4956.300302
4956,7/28/2023,8,3025.181834
4957,7/28/2023,9,2171.062972
4958,7/28/2023,10,1459.878663
4959,7/28/2023,11,1179.028333
4960,7/28/2023,12,2963.630331
4961,7/28/2023,13,1827.62052
4962,7/28/2023,14,2898.569897
4963,7/28/2023,15,2633.697142
4964,7/28/2023,16,2172.362425
4965,7/28/2023,17,2728.677297
4966,7/28/2023,18,2513.704903
4967,7/28/2023,19,2305.070656
4968,7/28/2023,20,1735.638853
4969,7/28/2023,21,2307.893488
4970,7/28/2023,22,2596.835821
4971,7/28/2023,23,3480.837804
4972,7/28/2023,24,5810.461596
4973,7/29/2023,1,4840.725661
4974,7/29/2023,2,3691.456
4975,7/29/2023,3,2608.78905
4976,7/29/2023,4,4275.790669
4977,7/29/2023,5,2530.662216
4978,7/29/2023,6,1525.919839
4979,7/29/2023,7,1672.475259
4980,7/29/2023,8,894.1482987
4981,7/29/2023,9,2427.283796
4982,7/29/2023,10,1672.197384
4983,7/29/2023,11,-331.5634133
4984,7/29/2023,12,1880.446916
4985,7/29/2023,13,1448.470455
4986,7/29/2023,14,1375.810816
4987,7/29/2023,15,1570.703581
4988,7/29/2023,16,1599.856185
4989,7/29/2023,17,2488.032769
4990,7/29/2023,18,2082.571273
4991,7/29/2023,19,1826.340702
4992,7/29/2023,20,1396.157689
4993,7/29/2023,21,1991.239718
4994,7/29/2023,22,1271.175126
4995,7/29/2023,23,-3.339564033
4996,7/29/2023,24,1662.588447
4997,7/30/2023,1,573.6475561
4998,7/30/2023,2,616.574763
4999,7/30/2023,3,1186.950493
5000,7/30/2023,4,346.168301
5001,7/30/2023,5,350.8992201
5002,7/30/2023,6,854.8486921
5003,7/30/2023,7,1444.794299
5004,7/30/2023,8,1142.162545
5005,7/30/2023,9,-824.9822524
5006,7/30/2023,10,118.8586505
5007,7/30/2023,11,315.0113548
5008,7/30/2023,12,-329.1881743
5009,7/30/2023,13,1136.309814
5010,7/30/2023,14,827.9930906
5011,7/30/2023,15,442.8059859
5012,7/30/2023,16,321.7439702
5013,7/30/2023,17,705.5470924
5014,7/30/2023,18,1517.510262
5015,7/30/2023,19,3033.650812
5016,7/30/2023,20,2947.217322
5017,7/30/2023,21,219.225677
5018,7/30/2023,22,440.587696
5019,7/30/2023,23,312.6333053
5020,7/30/2023,24,-46.43907819
5021,7/31/2023,1,1952.128623
5022,7/31/2023,2,670.5227151
5023,7/31/2023,3,305.0090542
5024,7/31/2023,4,8.398960608
5025,7/31/2023,5,376.3856017
5026,7/31/2023,6,-782.9695772
5027,7/31/2023,7,69.02749729
5028,7/31/2023,8,311.0700496
5029,7/31/2023,9,-351.1562587
5030,7/31/2023,10,124.521724
5031,7/31/2023,11,-686.2159107
5032,7/31/2023,12,-645.892664
5033,7/31/2023,13,-225.6724796
5034,7/31/2023,14,-86.54492574
5035,7/31/2023,15,-204.2978232
5036,7/31/2023,16,-32.98058911
5037,7/31/2023,17,430.8081024
5038,7/31/2023,18,-149.2312428
5039,7/31/2023,19,-163.2782427
5040,7/31/2023,20,-501.1313007
5041,7/31/2023,21,-57.3808263
5042,7/31/2023,22,135.5928101
5043,7/31/2023,23,236.918285
5044,7/31/2023,24,2522.778383
5045,8/1/2023,1,1154.449294
5046,8/1/2023,2,353.5003856
5047,8/1/2023,3,217.6735697
5048,8/1/2023,5,479.3890626
5049,8/1/2023,6,991.4767486
5050,8/1/2023,7,-222.3572901
5051,8/1/2023,8,500.756302
5052,8/1/2023,9,269.270132
5053,8/1/2023,10,251.413923
5054,8/1/2023,11,-462.9998529
5055,8/1/2023,12,-350.3999071
5056,8/1/2023,13,1006.013812
5057,8/1/2023,14,262.0128111
5058,8/1/2023,15,1082.64877
5059,8/1/2023,16,284.2409561
5060,8/1/2023,17,142.0758034
5061,8/1/2023,18,999.3212807
5062,8/1/2023,19,241.5753874
5063,8/1/2023,20,5.080585151
5064,8/1/2023,21,1138.030981
5065,8/1/2023,22,-360.8302867
5066,8/1/2023,23,1206.284192
5067,8/1/2023,24,1751.84635
5068,8/2/2023,1,2189.860165
5069,8/2/2023,2,571.1200656
5070,8/2/2023,3,1490.486947
5071,8/2/2023,4,1593.96422
5072,8/2/2023,5,1820.126766
5073,8/2/2023,6,1793.317629
5074,8/2/2023,7,2589.936868
5075,8/2/2023,8,4092.605335
5076,8/2/2023,9,1724.692472
5077,8/2/2023,10,1143.872602
5078,8/2/2023,11,-712.7546948
5079,8/2/2023,12,494.2045254
5080,8/2/2023,13,1326.338062
5081,8/2/2023,14,1068.153304
5082,8/2/2023,15,807.5983416
5083,8/2/2023,16,-40.64801611
5084,8/2/2023,17,-748.7488016
5085,8/2/2023,18,783.8125628
5086,8/2/2023,19,581.9510926
5087,8/2/2023,20,270.9708363
5088,8/2/2023,21,673.1323515
5089,8/2/2023,22,1113.023001
5090,8/2/2023,23,1183.843254
5091,8/2/2023,24,600.7894084
5092,8/3/2023,1,396.9036435
5093,8/3/2023,2,1273.205453
5094,8/3/2023,3,-442.8232202
5095,8/3/2023,4,1997.776543
5096,8/3/2023,5,808.4925587
5097,8/3/2023,6,-818.4528031
5098,8/3/2023,7,-96.16416549
5099,8/3/2023,8,223.7582878
5100,8/3/2023,9,-506.319167
5101,8/3/2023,10,-256.7617387
5102,8/3/2023,11,-498.3950524
5103,8/3/2023,12,-559.7808217
5104,8/3/2023,13,-181.2341562
5105,8/3/2023,14,-774.1731374
5106,8/3/2023,15,-1045.852752
5107,8/3/2023,16,-840.1477045
5108,8/3/2023,17,-237.9868628
5109,8/3/2023,18,-761.2907574
5110,8/3/2023,19,240.3187661
5111,8/3/2023,20,-696.2787975
5112,8/3/2023,21,-236.2998729
5113,8/3/2023,23,2166.112701
5114,8/3/2023,24,-210.1386378
5115,8/4/2023,1,70.54247788
5116,8/4/2023,2,-781.7067974
5117,8/4/2023,3,-80.47702986
5118,8/4/2023,4,-697.8763564
5119,8/4/2023,5,-320.2122751
5120,8/4/2023,6,28.80906455
5121,8/4/2023,7,1718.649757
5122,8/4/2023,8,312.9858714
5123,8/4/2023,9,265.3625442
5124,8/4/2023,10,-1431.784532
5125,8/4/2023,11,482.8258908
5126,8/4/2023,12,965.9287601
5127,8/4/2023,13,-813.5025766
5128,8/4/2023,14,707.3744514
5129,8/4/2023,15,-251.3243425
5130,8/4/2023,16,96.99761935
5131,8/4/2023,17,243.2353131
5132,8/4/2023,18,1049.912579
5133,8/4/2023,19,985.5885159
5134,8/4/2023,20,820.114405
5135,8/4/2023,21,961.1641757
5136,8/4/2023,22,2294.272114
5137,8/4/2023,23,3962.184086
5138,8/4/2023,24,1415.13876
5139,8/5/2023,1,2406.935986
5140,8/5/2023,2,2887.152744
5141,8/5/2023,3,3259.34913
5142,8/5/2023,4,2981.897831
5143,8/5/2023,5,2916.105509
5144,8/5/2023,6,3089.36725
5145,8/5/2023,7,2481.170656
5146,8/5/2023,8,2352.855382
5147,8/5/2023,9,3685.105445
5148,8/5/2023,10,2215.647506
5149,8/5/2023,11,1485.117599
5150,8/5/2023,12,2943.719271
5151,8/5/2023,13,2772.260389
5152,8/5/2023,14,3652.30255
5153,8/5/2023,15,2422.880847
5154,8/5/2023,16,4239.408883
5155,8/5/2023,17,4577.229742
5156,8/5/2023,18,2391.98734
5157,8/5/2023,19,3396.975222
5158,8/5/2023,20,5053.796845
5159,8/5/2023,21,2630.125237
5160,8/5/2023,22,1092.347463
5161,8/5/2023,23,2821.69586
5162,8/5/2023,24,2404.459211
5163,8/6/2023,1,2426.343985
5164,8/6/2023,2,2140.580188
5165,8/6/2023,3,1167.487413
5166,8/6/2023,4,1835.365283
5167,8/6/2023,5,2006.172466
5168,8/6/2023,6,2993.37011
5169,8/6/2023,7,2327.045754
5170,8/6/2023,8,5.020243025
5171,8/6/2023,9,285.4817836
5172,8/6/2023,10,1593.769932
5173,8/6/2023,11,1658.491374
5174,8/6/2023,12,2190.715854
5175,8/6/2023,13,665.517531
5176,8/6/2023,14,920.2193507
5177,8/6/2023,15,1194.826368
5178,8/6/2023,16,119.4035467
5179,8/6/2023,17,1229.319431
5180,8/6/2023,18,1117.7291
5181,8/6/2023,19,482.4379689
5182,8/6/2023,20,844.1783593
5183,8/6/2023,21,-25.6528521
5184,8/6/2023,23,389.2528286
5185,8/6/2023,24,1242.08012
5186,8/7/2023,1,654.1948783
5187,8/7/2023,2,1788.075355
5188,8/7/2023,3,1060.03035
5189,8/7/2023,4,-405.3898343
5190,8/7/2023,5,1533.609808
5191,8/7/2023,6,1268.056116
5192,8/7/2023,7,645.8756585
5193,8/7/2023,8,1064.511444
5194,8/7/2023,9,2438.188432
5195,8/7/2023,10,1336.549833
5196,8/7/2023,11,1548.470859
5197,8/7/2023,12,2807.864817
5198,8/7/2023,13,2012.210455
5199,8/7/2023,14,1232.279674
5200,8/7/2023,15,1728.363839
5201,8/7/2023,16,2427.088988
5202,8/7/2023,17,4522.813117
5203,8/7/2023,18,3936.913514
5204,8/7/2023,19,2953.358589
5205,8/7/2023,20,1657.19213
5206,8/7/2023,21,1608.397663
5207,8/7/2023,22,2259.486868
5208,8/7/2023,23,3034.217944
5209,8/7/2023,24,463.8058496
5210,8/8/2023,1,2231.287143
5211,8/8/2023,2,733.3791715
5212,8/8/2023,3,1992.609854
5213,8/8/2023,4,2375.816868
5214,8/8/2023,5,1823.415538
5215,8/8/2023,6,2792.1532
5216,8/8/2023,7,2585.78353
5217,8/8/2023,8,1811.905295
5218,8/8/2023,9,826.3550925
5219,8/8/2023,10,1897.271001
5220,8/8/2023,11,709.322281
5221,8/8/2023,12,2297.479425
5222,8/8/2023,13,1414.975277
5223,8/8/2023,14,2480.440056
5224,8/8/2023,15,2571.781794
5225,8/8/2023,16,1912.065813
5226,8/8/2023,17,941.254967
5227,8/8/2023,18,2439.00946
5228,8/8/2023,19,1906.557088
5229,8/8/2023,20,1943.043696
5230,8/8/2023,21,1466.456455
5231,8/8/2023,22,1000.726345
5232,8/8/2023,23,2441.37715
5233,8/8/2023,24,1613.829081
5234,8/9/2023,1,3091.531154
5235,8/9/2023,2,1488.290245
5236,8/9/2023,3,2189.727012
5237,8/9/2023,4,2089.916038
5238,8/9/2023,5,343.2245646
5239,8/9/2023,6,1899.014337
5240,8/9/2023,7,2024.271605
5241,8/9/2023,8,1023.413049
5242,8/9/2023,9,513.4356141
5243,8/9/2023,10,-533.6612561
5244,8/9/2023,11,1111.84256
5245,8/9/2023,12,-154.0638951
5246,8/9/2023,13,-538.8248464
5247,8/9/2023,14,1473.108795
5248,8/9/2023,16,1805.105957
5249,8/9/2023,17,501.133572
5250,8/9/2023,18,96.47061136
5251,8/9/2023,19,-45.50980416
5252,8/9/2023,20,1246.786932
5253,8/9/2023,21,535.2722604
5254,8/9/2023,22,1408.407934
5255,8/9/2023,23,1255.256201
5256,8/9/2023,24,-103.8766701
5257,8/10/2023,1,-724.1624443
5258,8/10/2023,2,174.8021585
5259,8/10/2023,3,170.0772196
5260,8/10/2023,4,-748.4043621
5261,8/10/2023,5,347.8570526
5262,8/10/2023,6,2020.787602
5263,8/10/2023,7,493.9939678
5264,8/10/2023,8,-663.3770703
5265,8/10/2023,9,35.59092162
5266,8/10/2023,10,991.92279
5267,8/10/2023,11,1119.563213
5268,8/10/2023,12,1449.359255
5269,8/10/2023,13,625.3315441
5270,8/10/2023,14,1820.526951
5271,8/10/2023,15,213.1610324
5272,8/10/2023,16,2446.19616
5273,8/10/2023,17,1232.09708
5274,8/10/2023,18,3386.699722
5275,8/10/2023,19,1415.653335
5276,8/10/2023,20,1322.731207
5277,8/10/2023,21,2285.669629
5278,8/10/2023,22,2553.70087
5279,8/10/2023,23,2241.97732
5280,8/10/2023,24,2845.592955
5281,8/11/2023,1,1291.465608
5282,8/11/2023,2,3452.882487
5283,8/11/2023,3,2862.619549
5284,8/11/2023,4,3991.496842
5285,8/11/2023,5,2055.659662
5286,8/11/2023,6,2401.744108
5287,8/11/2023,7,2162.623998
5288,8/11/2023,8,2731.22055
5289,8/11/2023,9,2862.856464
5290,8/11/2023,10,3546.664735
5291,8/11/2023,11,1215.518044
5292,8/11/2023,12,3264.874821
5293,8/11/2023,13,3702.748535
5294,8/11/2023,14,3290.513787
5295,8/11/2023,15,4272.94096
5296,8/11/2023,16,4532.74019
5297,8/11/2023,17,4233.941488
5298,8/11/2023,18,2721.072532
5299,8/11/2023,19,3442.630234
5300,8/11/2023,20,2362.834184
5301,8/11/2023,21,958.1571552
5302,8/11/2023,22,588.0877061
5303,8/11/2023,23,2555.761888
5304,8/11/2023,24,2011.526467
5305,8/12/2023,1,2427.126394
5306,8/12/2023,2,2184.377147
5307,8/12/2023,3,2337.677471
5308,8/12/2023,4,595.4029687
5309,8/12/2023,5,1522.396923
5310,8/12/2023,6,3077.511935
5311,8/12/2023,7,1710.877339
5312,8/12/2023,8,2938.16926
5313,8/12/2023,9,3050.945138
5314,8/12/2023,10,2171.827287
5315,8/12/2023,11,1909.506521
5316,8/12/2023,12,1955.402555
5317,8/12/2023,13,1813.608487
5318,8/12/2023,14,4019.035026
5319,8/12/2023,15,1973.710966
5320,8/12/2023,16,3725.442393
5321,8/12/2023,17,4021.922306
5322,8/12/2023,18,1545.269325
5323,8/12/2023,19,2612.580607
5324,8/12/2023,20,2152.891545
5325,8/12/2023,21,2761.898089
5326,8/12/2023,22,1264.420507
5327,8/12/2023,23,1958.966497
5328,8/12/2023,24,953.4785637
5329,8/13/2023,1,2351.246378
5330,8/13/2023,2,742.2977097
5331,8/13/2023,3,2780.187939
5332,8/13/2023,5,1508.195171
5333,8/13/2023,6,1763.777139
5334,8/13/2023,7,2222.726522
5335,8/13/2023,8,1402.67706
5336,8/13/2023,9,1017.083697
5337,8/13/2023,10,815.8303533
5338,8/13/2023,11,1472.734847
5339,8/13/2023,12,1156.814888
5340,8/13/2023,13,584.9745894
5341,8/13/2023,14,621.9426119
5342,8/13/2023,15,1318.681561
5343,8/13/2023,16,1585.211047
5344,8/13/2023,17,533.4740697
5345,8/13/2023,18,-282.479126
5346,8/13/2023,19,-836.0533908
5347,8/13/2023,20,773.6850494
5348,8/13/2023,21,-163.6096194
5349,8/13/2023,22,-323.8185488
5350,8/13/2023,23,-22.37789907
5351,8/13/2023,24,2112.879631
5352,8/14/2023,1,1314.309681
5353,8/14/2023,2,1604.683675
5354,8/14/2023,3,1412.066705
5355,8/14/2023,4,2301.31474
5356,8/14/2023,5,1435.419059
5357,8/14/2023,6,35.54885361
5358,8/14/2023,7,1043.554142
5359,8/14/2023,8,1152.924928
5360,8/14/2023,9,1503.01402
5361,8/14/2023,10,-966.9239286
5362,8/14/2023,11,1496.411002
5363,8/14/2023,12,346.0504674
5364,8/14/2023,13,235.6600512
5365,8/14/2023,14,620.0411207
5366,8/14/2023,15,765.5514726
5367,8/14/2023,16,1711.855498
5368,8/14/2023,17,1054.918176
5369,8/14/2023,18,2974.108394
5370,8/14/2023,19,2909.082236
5371,8/14/2023,20,2719.727439
5372,8/14/2023,21,3063.727781
5373,8/14/2023,22,4134.186478
5374,8/14/2023,23,4209.009611
5375,8/14/2023,24,3114.996324
5376,8/15/2023,1,3750.318891
5377,8/15/2023,2,3707.53465
5378,8/15/2023,3,3919.483127
5379,8/15/2023,4,4041.017582
5380,8/15/2023,5,4443.396781
5381,8/15/2023,6,3011.997565
5382,8/15/2023,7,3955.524021
5383,8/15/2023,8,3808.336587
5384,8/15/2023,9,4350.735073
5385,8/15/2023,10,3366.536522
5386,8/15/2023,11,3830.974389
5387,8/15/2023,12,4437.75825
5388,8/15/2023,13,4120.149673
5389,8/15/2023,14,3996.337198
5390,8/15/2023,15,1679.501817
5391,8/15/2023,16,3837.670116
5392,8/15/2023,17,3762.731817
5393,8/15/2023,18,2953.615961
5394,8/15/2023,19,1744.056901
5395,8/15/2023,20,2068.897867
5396,8/15/2023,21,147.3819881
5397,8/15/2023,22,-754.75084
5398,8/15/2023,23,2480.522978
5399,8/15/2023,24,1218.749122
5400,8/16/2023,1,1919.0468
5401,8/16/2023,2,528.9480753
5402,8/16/2023,3,707.3844431
5403,8/16/2023,4,415.3547694
5404,8/16/2023,5,-5.35954442
5405,8/16/2023,6,133.0846291
5406,8/16/2023,7,1162.430276
5407,8/16/2023,8,1121.349956
5408,8/16/2023,9,522.0380682
5409,8/16/2023,10,389.4706767
5410,8/16/2023,11,1196.733181
5411,8/16/2023,12,839.8848283
5412,8/16/2023,13,-885.2760809
5413,8/16/2023,14,219.6084962
5414,8/16/2023,15,343.2197295
5415,8/16/2023,16,-44.79823499
5416,8/16/2023,17,635.8659769
5417,8/16/2023,18,169.2595381
5418,8/16/2023,19,898.852831
5419,8/16/2023,20,-190.6338634
5420,8/16/2023,21,914.8057216
5421,8/16/2023,22,2041.446561
5422,8/16/2023,23,4158.960639
5423,8/16/2023,24,3969.747389
5424,8/17/2023,1,4739.447325
5425,8/17/2023,2,4436.325629
5426,8/17/2023,3,5666.86716
5427,8/17/2023,4,6332.930699
5428,8/17/2023,5,6420.26078
5429,8/17/2023,6,6976.614361
5430,8/17/2023,7,5453.455728
5431,8/17/2023,8,6002.851925
5432,8/17/2023,9,5178.942889
5433,8/17/2023,10,4832.034435
5434,8/17/2023,11,5097.353322
5435,8/17/2023,12,5180.152518
5436,8/17/2023,13,5027.629978
5437,8/17/2023,14,5646.126686
5438,8/17/2023,15,3531.44366
5439,8/17/2023,16,4893.136254
5440,8/17/2023,17,5198.637753
5441,8/17/2023,18,5082.465447
5442,8/17/2023,19,5705.059248
5443,8/17/2023,20,3384.295257
5444,8/17/2023,21,3507.702107
5445,8/17/2023,22,1858.477294
5446,8/17/2023,23,2688.883287
5447,8/17/2023,24,3125.886585
5448,8/18/2023,1,4206.793396
5449,8/18/2023,2,3090.563044
5450,8/18/2023,3,776.0727377
5451,8/18/2023,4,1761.270462
5452,8/18/2023,5,1096.208989
5453,8/18/2023,6,2268.422878
5454,8/18/2023,7,1514.707789
5455,8/18/2023,8,958.8181491
5456,8/18/2023,9,1835.881619
5457,8/18/2023,10,787.5304733
5458,8/18/2023,11,450.5502544
5459,8/18/2023,12,1550.147779
5460,8/18/2023,13,1209.656943
5461,8/18/2023,14,2185.632027
5462,8/18/2023,15,2572.599769
5463,8/18/2023,16,1791.684132
5464,8/18/2023,17,2496.607429
5465,8/18/2023,18,41.98169499
5466,8/18/2023,19,1212.080657
5467,8/18/2023,20,2289.564136
5468,8/18/2023,21,1391.118136
5469,8/18/2023,22,1184.480647
5470,8/18/2023,23,2259.476588
5471,8/18/2023,24,1373.81754
5472,8/19/2023,1,1754.60226
5473,8/19/2023,2,2288.450684
5474,8/19/2023,3,3432.962375
5475,8/19/2023,4,3527.047577
5476,8/19/2023,5,3001.385576
5477,8/19/2023,6,2047.698085
5478,8/19/2023,7,2707.028774
5479,8/19/2023,8,2373.938472
5480,8/19/2023,9,3685.394784
5481,8/19/2023,10,1951.265707
5482,8/19/2023,11,2180.764378
5483,8/19/2023,12,2676.829713
5484,8/19/2023,13,3310.085764
5485,8/19/2023,14,2367.381852
5486,8/19/2023,15,1967.799694
5487,8/19/2023,16,2543.371768
5488,8/19/2023,17,2115.853877
5489,8/19/2023,18,2776.148271
5490,8/19/2023,19,2778.931458
5491,8/19/2023,20,3314.894053
5492,8/19/2023,21,2677.699032
5493,8/19/2023,22,2332.120714
5494,8/19/2023,23,2573.60533
5495,8/19/2023,24,3958.636911
5496,8/20/2023,1,2506.058898
5497,8/20/2023,2,3461.04292
5498,8/20/2023,3,2577.99536
5499,8/20/2023,4,2269.65551
5500,8/20/2023,5,3210.398914
5501,8/20/2023,6,2726.049349
5502,8/20/2023,7,1597.287961
5503,8/20/2023,8,1676.379092
5504,8/20/2023,9,1156.360704
5505,8/20/2023,10,968.2055879
5506,8/20/2023,11,247.5863555
5507,8/20/2023,12,-720.7708295
5508,8/20/2023,13,-302.5462858
5509,8/20/2023,14,845.5973383
5510,8/20/2023,15,-1383.589318
5511,8/20/2023,16,238.6888534
5512,8/20/2023,17,-579.8629283
5513,8/20/2023,18,-199.1860048
5514,8/20/2023,19,-208.4146242
5515,8/20/2023,20,-133.4189972
5516,8/20/2023,21,558.5735067
5517,8/20/2023,22,-672.7669375
5518,8/20/2023,23,563.3869509
5519,8/20/2023,24,2010.155122
5520,8/21/2023,1,2068.249096
5521,8/21/2023,2,1561.909888
5522,8/21/2023,3,2445.150214
5523,8/21/2023,4,432.5135663
5524,8/21/2023,5,1214.344933
5525,8/21/2023,6,2437.873842
5526,8/21/2023,7,1419.911775
5527,8/21/2023,8,882.691192
5528,8/21/2023,9,1712.571631
5529,8/21/2023,10,492.290693
5530,8/21/2023,11,-757.024152
5531,8/21/2023,12,-731.5682805
5532,8/21/2023,13,-448.1409188
5533,8/21/2023,14,-720.1082454
5534,8/21/2023,15,76.88018121
5535,8/21/2023,16,-926.9676362
5536,8/21/2023,17,-308.172666
5537,8/21/2023,18,1027.684419
5538,8/21/2023,19,736.9440711
5539,8/21/2023,20,1128.105675
5540,8/21/2023,21,540.0488719
5541,8/21/2023,22,1901.818382
5542,8/21/2023,23,1382.61007
5543,8/21/2023,24,2094.650705
5544,8/22/2023,1,1763.323462
5545,8/22/2023,2,1339.062677
5546,8/22/2023,3,2296.900753
5547,8/22/2023,4,1352.967748
5548,8/22/2023,5,1968.857895
5549,8/22/2023,6,130.0761993
5550,8/22/2023,7,2052.277536
5551,8/22/2023,8,1751.328191
5552,8/22/2023,9,1825.332372
5553,8/22/2023,10,-141.6200932
5554,8/22/2023,11,238.6619646
5555,8/22/2023,12,480.0330077
5556,8/22/2023,13,61.83284163
5557,8/22/2023,14,437.717805
5558,8/22/2023,15,955.6888487
5559,8/22/2023,16,267.462392
5560,8/22/2023,17,1861.621168
5561,8/22/2023,18,951.1883184
5562,8/22/2023,19,290.8587445
5563,8/22/2023,20,-373.3720137
5564,8/22/2023,21,65.20036022
5565,8/22/2023,22,140.1352542
5566,8/22/2023,23,800.2285248
5567,8/22/2023,24,1793.287069
5568,8/23/2023,1,1180.900637
5569,8/23/2023,2,2506.386553
5570,8/23/2023,3,1942.357557
5571,8/23/2023,4,2229.103973
5572,8/23/2023,5,3137.403412
5573,8/23/2023,6,3693.826159
5574,8/23/2023,7,3097.41697
5575,8/23/2023,8,1920.302923
5576,8/23/2023,9,2774.761232
5577,8/23/2023,10,1081.195761
5578,8/23/2023,11,1556.096517
5579,8/23/2023,12,1764.109531
5580,8/23/2023,13,3395.791825
5581,8/23/2023,14,2195.750242
5582,8/23/2023,15,3282.063968
5583,8/23/2023,16,3900.872904
5584,8/23/2023,17,3306.364768
5585,8/23/2023,18,2634.312916
5586,8/23/2023,19,3196.997698
5587,8/23/2023,20,2551.129922
5588,8/23/2023,22,4829.174389
5589,8/23/2023,23,3165.575237
5590,8/23/2023,24,5523.989081
5591,8/24/2023,1,4654.7112
5592,8/24/2023,2,4803.926183
5593,8/24/2023,3,2602.322646
5594,8/24/2023,4,3290.643404
5595,8/24/2023,5,3249.29355
5596,8/24/2023,6,3260.942387
5597,8/24/2023,7,2940.151643
5598,8/24/2023,8,3415.934391
5599,8/24/2023,9,2956.000889
5600,8/24/2023,10,2242.154735
