,Date,HE,MW
2069,3/28/2023,24,2045.32119
2070,3/29/2023,1,2898.968177
2071,3/29/2023,2,3619.396272
2072,3/29/2023,3,2313.916371
2073,3/29/2023,4,2458.329871
2074,3/29/2023,5,4221.082555
2075,3/29/2023,6,4426.102152
2076,3/29/2023,7,4861.1454
2077,3/29/2023,8,4040.223501
2078,3/29/2023,10,4206.418421
2079,3/29/2023,11,4633.381676
2080,3/29/2023,12,6558.800752
2081,3/29/2023,13,4701.11101
2082,3/29/2023,14,4868.936851
2083,3/29/2023,15,4056.783392
2084,3/29/2023,16,1683.358373
2085,3/29/2023,17,3791.277781
2086,3/29/2023,18,1949.678535
2087,3/29/2023,19,3473.271267
2088,3/29/2023,20,1899.873789
2089,3/29/2023,22,3193.986668
2090,3/29/2023,23,2978.262651
2091,3/29/2023,24,2650.423737
2092,3/30/2023,1,3629.181894
2093,3/30/2023,2,3246.021524
2094,3/30/2023,3,2306.024942
2095,3/30/2023,4,4619.84802
2096,3/30/2023,5,4430.777187
2097,3/30/2023,6,3957.575712
2098,3/30/2023,7,4708.58954
2099,3/30/2023,8,3690.625613
2100,3/30/2023,9,2378.408349
2101,3/30/2023,10,3651.066945
2102,3/30/2023,11,3011.073739
2103,3/30/2023,12,3090.367092
2104,3/30/2023,13,2456.454487
2105,3/30/2023,14,3758.426649
2106,3/30/2023,15,4525.182486
2107,3/30/2023,16,3435.983794
2108,3/30/2023,17,4798.222887
2109,3/30/2023,18,5259.533927
2110,3/30/2023,19,6089.348818
2111,3/30/2023,20,4910.152131
2112,3/30/2023,21,5778.287866
2113,3/30/2023,22,6022.665306
2114,3/30/2023,23,5701.814663
2115,3/30/2023,24,7002.172292
2116,3/31/2023,1,6680.167562
2117,3/31/2023,2,6827.197035
2118,3/31/2023,3,7623.463847
2119,3/31/2023,4,5734.614325
2120,3/31/2023,5,6124.514535
2121,3/31/2023,6,7507.017946
2122,3/31/2023,7,8756.520185
2123,3/31/2023,8,7857.166932
2124,3/31/2023,9,6790.270636
2125,3/31/2023,10,7463.015993
2126,3/31/2023,11,7772.991424
2127,3/31/2023,12,8844.024843
2128,3/31/2023,13,10079.4185
2129,3/31/2023,14,7528.573588
2130,3/31/2023,15,8317.532431
2131,3/31/2023,16,8146.880231
2132,3/31/2023,17,7017.726283
2133,3/31/2023,18,6718.357232
2134,3/31/2023,19,8536.488301
2135,3/31/2023,20,8100.694159
2136,3/31/2023,21,8011.319098
2137,3/31/2023,22,6995.998012
2138,3/31/2023,23,7323.660888
2139,3/31/2023,24,7564.988629
2140,4/1/2023,1,8082.48746
2141,4/1/2023,2,5951.095251
2142,4/1/2023,3,3385.852396
2143,4/1/2023,4,5360.57815
2144,4/1/2023,5,4217.079027
2145,4/1/2023,6,6129.391426
2146,4/1/2023,7,6649.83276
2147,4/1/2023,8,7434.484901
2148,4/1/2023,9,7579.20916
2149,4/1/2023,10,6836.785559
2150,4/1/2023,11,7168.852522
2151,4/1/2023,12,8698.140842
2152,4/1/2023,13,7869.496467
2153,4/1/2023,14,7732.669257
2154,4/1/2023,15,8813.800119
2155,4/1/2023,16,8898.8284
2156,4/1/2023,17,8306.963097
2157,4/1/2023,18,6580.892386
2158,4/1/2023,19,7414.878902
2159,4/1/2023,20,6254.566148
2160,4/1/2023,21,4349.915371
2161,4/1/2023,22,3660.339943
2162,4/1/2023,23,3317.698943
2163,4/1/2023,24,2717.36816
2164,4/2/2023,1,2087.851189
2165,4/2/2023,2,3075.146967
2166,4/2/2023,3,1018.626108
2167,4/2/2023,4,1414.394461
2168,4/2/2023,5,1905.650978
2169,4/2/2023,6,3827.291245
2170,4/2/2023,7,3305.568152
2171,4/2/2023,8,3434.419199
2172,4/2/2023,9,3852.212069
2173,4/2/2023,10,2369.10523
2174,4/2/2023,11,2971.795577
2175,4/2/2023,12,3182.640572
2176,4/2/2023,13,4780.635089
2177,4/2/2023,14,2353.895811
2178,4/2/2023,15,3194.002029
2179,4/2/2023,16,4649.434418
2180,4/2/2023,17,4941.492027
2181,4/2/2023,18,5406.810759
2182,4/2/2023,19,4846.311696
2183,4/2/2023,20,4613.435645
2184,4/2/2023,21,6320.6348
2185,4/2/2023,22,4762.912624
2186,4/2/2023,23,5940.654594
2187,4/2/2023,24,6853.96269
2188,4/3/2023,1,5081.375908
2189,4/3/2023,2,6110.317876
2190,4/3/2023,3,5072.055362
2191,4/3/2023,4,4528.081125
2192,4/3/2023,5,5849.090623
2193,4/3/2023,6,4228.727024
2194,4/3/2023,7,3361.485928
2195,4/3/2023,8,2267.996402
2196,4/3/2023,9,2032.482364
2197,4/3/2023,10,4151.919786
2198,4/3/2023,11,1732.836244
2199,4/3/2023,12,959.2265886
2200,4/3/2023,13,1661.856763
2201,4/3/2023,14,2311.769502
2202,4/3/2023,15,1456.145862
2203,4/3/2023,16,2696.822724
2204,4/3/2023,17,3404.180249
2205,4/3/2023,18,3142.235188
2206,4/3/2023,19,4116.828806
2207,4/3/2023,20,4880.603061
2208,4/3/2023,21,4863.040054
2209,4/3/2023,22,5671.276652
2210,4/3/2023,23,4620.846912
2211,4/3/2023,24,5835.918807
2212,4/4/2023,1,5618.222769
2213,4/4/2023,2,3526.428947
2214,4/4/2023,3,4437.9677
2215,4/4/2023,4,2921.885404
2216,4/4/2023,5,3144.153071
2217,4/4/2023,6,2857.719035
2218,4/4/2023,7,3643.000316
2219,4/4/2023,8,4377.532742
2220,4/4/2023,9,5224.492025
2221,4/4/2023,10,3569.441158
2222,4/4/2023,11,4697.483805
2223,4/4/2023,12,3796.443292
2224,4/4/2023,13,4226.192449
2225,4/4/2023,14,5713.521133
2226,4/4/2023,15,5044.598784
2227,4/4/2023,16,5232.552917
2228,4/4/2023,17,5328.257837
2229,4/4/2023,18,6353.011962
2230,4/4/2023,19,5844.314007
2231,4/4/2023,20,5006.302695
2232,4/4/2023,21,5797.5289
2233,4/4/2023,22,6128.547806
2234,4/4/2023,23,6640.049581
2235,4/4/2023,24,7278.093719
2236,4/5/2023,1,5901.623881
2237,4/5/2023,2,6806.179764
2238,4/5/2023,3,6503.084156
2239,4/5/2023,4,6609.976806
2240,4/5/2023,5,6677.400628
2241,4/5/2023,6,6318.592381
2242,4/5/2023,7,5593.64968
2243,4/5/2023,8,6833.672857
2244,4/5/2023,9,6884.318241
2245,4/5/2023,10,7251.404704
2246,4/5/2023,11,6883.701884
2247,4/5/2023,12,6771.018274
2248,4/5/2023,13,6583.331281
2249,4/5/2023,14,6027.578038
2250,4/5/2023,15,6394.740896
2251,4/5/2023,16,6976.70316
2252,4/5/2023,17,6260.223928
2253,4/5/2023,18,5989.672384
2254,4/5/2023,19,6944.18158
2255,4/5/2023,20,5616.824313
2256,4/5/2023,21,5631.595474
2257,4/5/2023,22,5409.318005
2258,4/5/2023,23,6215.020563
2259,4/5/2023,24,5534.297704
2260,4/6/2023,1,4615.783335
2261,4/6/2023,2,4097.170069
2262,4/6/2023,3,4846.437718
2263,4/6/2023,4,4485.221967
2264,4/6/2023,5,3922.717222
2265,4/6/2023,6,4249.711504
2266,4/6/2023,7,5730.670989
2267,4/6/2023,8,3876.098326
2268,4/6/2023,9,3281.313479
2269,4/6/2023,10,1105.355417
2270,4/6/2023,11,2080.179565
2271,4/6/2023,12,1002.588564
2272,4/6/2023,13,2069.096475
2273,4/6/2023,14,1710.70382
2274,4/6/2023,15,3037.676243
2275,4/6/2023,16,2354.55571
2276,4/6/2023,17,2765.554633
2277,4/6/2023,18,1860.295204
2278,4/6/2023,19,1726.220119
2279,4/6/2023,20,1075.177738
2280,4/6/2023,21,2104.838571
2281,4/6/2023,22,1311.034441
2282,4/6/2023,23,1133.013488
2283,4/6/2023,24,1443.910302
2284,4/7/2023,1,539.0221013
2285,4/7/2023,2,1986.217048
2286,4/7/2023,3,1917.096418
2287,4/7/2023,4,2363.807839
2288,4/7/2023,5,2081.781338
2289,4/7/2023,6,4747.071471
2290,4/7/2023,7,3724.48922
2291,4/7/2023,8,3225.58055
2292,4/7/2023,9,2803.958041
2293,4/7/2023,10,2200.065973
2294,4/7/2023,11,2166.094244
2295,4/7/2023,12,1859.953147
2296,4/7/2023,13,2730.401305
2297,4/7/2023,14,1185.885976
2298,4/7/2023,15,2156.739289
2299,4/7/2023,16,2066.09336
2300,4/7/2023,17,571.759122
2301,4/7/2023,18,976.7478751
2302,4/7/2023,19,629.3587574
2303,4/7/2023,20,2872.30133
2304,4/7/2023,21,2143.65759
2305,4/7/2023,22,3679.147925
2306,4/7/2023,23,2922.623009
2307,4/7/2023,24,2107.952531
2308,4/8/2023,1,2150.720023
2309,4/8/2023,2,2130.233736
2310,4/8/2023,3,1102.449272
2311,4/8/2023,4,2743.244666
2312,4/8/2023,5,3477.694717
2313,4/8/2023,6,2836.331381
2314,4/8/2023,7,3225.526545
2315,4/8/2023,8,4078.372587
2316,4/8/2023,9,2996.126941
2317,4/8/2023,10,1265.52205
2318,4/8/2023,11,493.100543
2319,4/8/2023,12,1074.731666
2320,4/8/2023,13,2436.5675
2321,4/8/2023,14,1701.926524
2322,4/8/2023,15,119.0167885
2323,4/8/2023,16,-687.0329338
2324,4/8/2023,17,-586.3353018
2325,4/8/2023,18,486.1020422
2326,4/8/2023,19,1583.53566
2327,4/8/2023,20,321.6689958
2328,4/8/2023,21,-193.1448898
2329,4/8/2023,22,459.5106804
2330,4/8/2023,23,1012.339138
2331,4/8/2023,24,3242.359032
2332,4/9/2023,1,2360.451561
2333,4/9/2023,2,2829.048785
2334,4/9/2023,3,2827.07491
2335,4/9/2023,4,1943.427115
2336,4/9/2023,5,2132.527849
2337,4/9/2023,6,2928.847534
2338,4/9/2023,7,1059.2174
2339,4/9/2023,8,1884.76719
2340,4/9/2023,9,2364.655576
2341,4/9/2023,10,1109.877842
2342,4/9/2023,11,1336.181161
2343,4/9/2023,12,96.68927585
2344,4/9/2023,13,748.3001133
2345,4/9/2023,14,1656.924225
2346,4/9/2023,15,948.1285903
2347,4/9/2023,16,980.881327
2348,4/9/2023,17,1061.240574
2349,4/9/2023,18,1511.631046
2350,4/9/2023,19,313.912469
2351,4/9/2023,20,2057.994398
2352,4/9/2023,21,1505.948263
2353,4/9/2023,22,1358.120085
2354,4/9/2023,23,2208.855593
2355,4/9/2023,24,2605.013127
2356,4/10/2023,1,3386.737243
2357,4/10/2023,2,3181.613193
2358,4/10/2023,3,4156.33445
2359,4/10/2023,4,1904.231321
2360,4/10/2023,5,3945.880777
2361,4/10/2023,6,2880.317814
2362,4/10/2023,7,4110.405478
2363,4/10/2023,8,2075.333857
2364,4/10/2023,9,2297.283327
2365,4/10/2023,10,2168.70513
2366,4/10/2023,11,2871.698344
2367,4/10/2023,12,2229.5328
2368,4/10/2023,13,1404.512948
2369,4/10/2023,14,758.4913114
2370,4/10/2023,15,604.1488176
2371,4/10/2023,16,478.0453172
2372,4/10/2023,17,-107.7492599
2373,4/10/2023,18,-1480.74015
2374,4/10/2023,19,-389.8360199
2375,4/10/2023,20,853.4002217
2376,4/10/2023,21,-466.8677615
2377,4/10/2023,22,1460.914989
2378,4/10/2023,23,452.047352
2379,4/10/2023,24,967.4866106
2380,4/11/2023,1,3142.029173
2381,4/11/2023,2,1739.144364
2382,4/11/2023,3,4067.018116
2383,4/11/2023,4,2600.607698
2384,4/11/2023,5,3002.246796
2385,4/11/2023,6,1991.426713
2386,4/11/2023,7,2524.149288
2387,4/11/2023,8,3075.350372
2388,4/11/2023,9,1745.294777
2389,4/11/2023,10,2205.900851
2390,4/11/2023,11,1352.958076
2391,4/11/2023,12,3399.476369
2392,4/11/2023,13,3550.754763
2393,4/11/2023,14,3478.088829
2394,4/11/2023,15,3568.288691
2395,4/11/2023,16,4172.273974
2396,4/11/2023,17,4888.952724
2397,4/11/2023,18,4249.648881
2398,4/11/2023,19,5405.140211
2399,4/11/2023,20,3885.125378
2400,4/11/2023,21,3960.734753
2401,4/11/2023,22,5351.537665
2402,4/11/2023,23,7143.056678
2403,4/11/2023,24,8369.367525
2404,4/12/2023,1,8163.816441
2405,4/12/2023,2,6552.241826
2406,4/12/2023,3,6960.655551
2407,4/12/2023,4,8060.45891
2408,4/12/2023,5,6912.812807
2409,4/12/2023,6,6463.40133
2410,4/12/2023,7,6795.613851
2411,4/12/2023,8,7237.903338
2412,4/12/2023,9,5414.383338
2413,4/12/2023,10,3595.821891
2414,4/12/2023,11,4174.474682
2415,4/12/2023,12,5980.689905
2416,4/12/2023,13,5080.863645
2417,4/12/2023,14,6673.014231
2418,4/12/2023,15,6586.800957
2419,4/12/2023,16,5489.322231
2420,4/12/2023,17,7068.201312
2421,4/12/2023,18,7823.924465
2422,4/12/2023,19,4915.633113
2423,4/12/2023,20,5349.263058
2424,4/12/2023,21,4868.642565
2425,4/12/2023,22,7444.200161
2426,4/12/2023,23,6018.261162
2427,4/12/2023,24,6912.411247
2428,4/13/2023,1,7640.493318
2429,4/13/2023,2,7911.812839
2430,4/13/2023,4,5490.319358
2431,4/13/2023,5,6228.758239
2432,4/13/2023,6,4328.536708
2433,4/13/2023,7,3764.401301
2434,4/13/2023,8,1969.065206
2435,4/13/2023,9,3793.938928
2436,4/13/2023,10,1097.985569
2437,4/13/2023,11,1568.856747
2438,4/13/2023,12,1490.002211
2439,4/13/2023,13,503.1991689
2440,4/13/2023,14,1888.19572
2441,4/13/2023,15,2790.899121
2442,4/13/2023,16,726.4096354
2443,4/13/2023,17,1283.510839
2444,4/13/2023,18,1141.341768
2445,4/13/2023,19,982.7197635
2446,4/13/2023,20,855.1778336
2447,4/13/2023,21,4064.50755
2448,4/13/2023,22,2686.76235
2449,4/13/2023,23,3603.940552
2450,4/13/2023,24,3521.027318
2451,4/14/2023,1,4001.097456
2452,4/14/2023,2,1650.716927
2453,4/14/2023,3,2378.719534
2454,4/14/2023,4,1468.000591
2455,4/14/2023,5,1058.527066
2456,4/14/2023,6,2124.031416
2457,4/14/2023,7,1713.070461
2458,4/14/2023,8,2045.900493
2459,4/14/2023,9,2209.826006
2460,4/14/2023,10,353.7657586
2461,4/14/2023,11,1017.444562
2462,4/14/2023,12,922.3798775
2463,4/14/2023,13,833.0337799
2464,4/14/2023,14,923.1096262
2465,4/14/2023,15,1967.669219
2466,4/14/2023,16,1271.926846
2467,4/14/2023,17,1434.713588
2468,4/14/2023,18,408.9681541
2469,4/14/2023,19,2342.049918
2470,4/14/2023,20,1714.126387
2471,4/14/2023,21,2477.964396
2472,4/14/2023,22,1723.635715
2473,4/14/2023,23,2583.764744
2474,4/14/2023,24,2483.911387
2475,4/15/2023,1,1881.775804
2476,4/15/2023,2,2854.269632
2477,4/15/2023,3,2337.406366
2478,4/15/2023,4,2620.488711
2479,4/15/2023,5,3007.945726
2480,4/15/2023,6,1451.343964
2481,4/15/2023,7,3116.92295
2482,4/15/2023,8,2779.116565
2483,4/15/2023,9,2694.302363
2484,4/15/2023,10,2129.746698
2485,4/15/2023,11,2522.794351
2486,4/15/2023,12,2348.949547
2487,4/15/2023,13,2874.913473
2488,4/15/2023,14,3548.928489
2489,4/15/2023,15,4627.54922
2490,4/15/2023,16,4254.072586
2491,4/15/2023,17,3990.499963
2492,4/15/2023,18,3435.526708
2493,4/15/2023,19,3243.964363
2494,4/15/2023,20,3428.624039
2495,4/15/2023,21,2250.1289
2496,4/15/2023,22,5086.345537
2497,4/15/2023,23,5641.338434
2498,4/15/2023,24,5899.77434
2499,4/16/2023,1,4336.872996
2500,4/16/2023,2,1131.15879
2501,4/16/2023,3,2676.136154
2502,4/16/2023,4,4694.408563
2503,4/16/2023,5,4047.670049
2504,4/16/2023,6,4719.813165
2505,4/16/2023,7,5485.392879
2506,4/16/2023,8,4045.303228
2507,4/16/2023,9,6136.35639
2508,4/16/2023,10,3702.079481
2509,4/16/2023,11,4431.409055
2510,4/16/2023,12,6665.46056
2511,4/16/2023,13,7092.071976
2512,4/16/2023,14,6411.210653
2513,4/16/2023,15,6894.143234
2514,4/16/2023,16,6829.247489
2515,4/16/2023,17,7833.18796
2516,4/16/2023,18,8240.70567
2517,4/16/2023,19,7512.815671
2518,4/16/2023,20,7628.75878
2519,4/16/2023,21,7863.01834
2520,4/16/2023,22,8439.540574
2521,4/16/2023,23,7750.109884
2522,4/16/2023,24,9340.666817
2523,4/17/2023,1,7969.903587
2524,4/17/2023,2,7831.037433
2525,4/17/2023,3,7772.762321
2526,4/17/2023,4,9308.427861
2527,4/17/2023,5,6883.544578
2528,4/17/2023,6,7872.321618
2529,4/17/2023,7,6751.672263
2530,4/17/2023,8,7611.871279
2531,4/17/2023,9,7865.366551
2532,4/17/2023,10,7464.701839
2533,4/17/2023,11,7902.957915
2534,4/17/2023,12,8495.499477
2535,4/17/2023,13,7389.18475
2536,4/17/2023,14,8034.085022
2537,4/17/2023,15,8263.855205
2538,4/17/2023,16,9183.032859
2539,4/17/2023,17,7794.845828
2540,4/17/2023,18,7500.359836
2541,4/17/2023,19,7302.095674
2542,4/17/2023,20,6553.847961
2543,4/17/2023,21,4367.803434
2544,4/17/2023,22,3552.286376
2545,4/17/2023,23,3401.523079
2546,4/17/2023,24,3522.297932
2547,4/18/2023,1,3076.149724
2548,4/18/2023,2,3596.923808
2549,4/18/2023,4,4164.229113
2550,4/18/2023,5,4156.336497
2551,4/18/2023,6,2589.663477
2552,4/18/2023,7,4157.992858
2553,4/18/2023,8,4027.664307
2554,4/18/2023,9,2928.990754
2555,4/18/2023,10,2126.808814
2556,4/18/2023,11,3050.574694
2557,4/18/2023,12,2752.998734
2558,4/18/2023,13,2416.959047
2559,4/18/2023,14,2310.564939
2560,4/18/2023,15,3093.997343
2561,4/18/2023,16,3824.68693
2562,4/18/2023,17,3879.852851
2563,4/18/2023,18,2206.642122
2564,4/18/2023,19,3170.215425
2565,4/18/2023,20,2586.03472
2566,4/18/2023,21,2124.054396
2567,4/18/2023,22,1326.711222
2568,4/18/2023,23,1308.75239
2569,4/18/2023,24,3103.809272
2570,4/19/2023,1,3041.159376
2571,4/19/2023,2,4001.589627
2572,4/19/2023,3,2860.892493
2573,4/19/2023,4,4470.78192
2574,4/19/2023,5,3519.324988
2575,4/19/2023,6,4522.782592
2576,4/19/2023,7,5364.033072
2577,4/19/2023,8,5439.515335
2578,4/19/2023,9,6023.810871
2579,4/19/2023,10,5526.333686
2580,4/19/2023,11,5289.607947
2581,4/19/2023,12,5108.949898
2582,4/19/2023,13,6678.881047
2583,4/19/2023,14,5786.111443
2584,4/19/2023,15,5633.366998
2585,4/19/2023,16,5022.15323
2586,4/19/2023,17,5824.059928
2587,4/19/2023,18,6258.079394
2588,4/19/2023,19,7377.16117
2589,4/19/2023,20,7753.726912
2590,4/19/2023,21,4837.519958
2591,4/19/2023,22,4913.158525
2592,4/19/2023,23,3975.377952
2593,4/19/2023,24,3118.99275
2594,4/20/2023,1,3116.497786
2595,4/20/2023,2,4676.252925
2596,4/20/2023,3,5940.910491
2597,4/20/2023,4,5356.589673
2598,4/20/2023,5,5451.784776
2599,4/20/2023,6,5838.950639
2600,4/20/2023,7,6826.572332
2601,4/20/2023,8,6279.975777
2602,4/20/2023,9,6878.339169
2603,4/20/2023,10,7032.470039
2604,4/20/2023,11,5711.992942
2605,4/20/2023,12,7806.575631
2606,4/20/2023,13,5737.1392
2607,4/20/2023,14,6607.512496
2608,4/20/2023,15,7752.984326
2609,4/20/2023,16,7777.582916
2610,4/20/2023,17,6952.425084
2611,4/20/2023,18,6098.811233
2612,4/20/2023,19,6236.806493
2613,4/20/2023,20,6307.999424
2614,4/20/2023,21,5343.016029
2615,4/20/2023,22,6996.033076
2616,4/20/2023,23,5395.121289
2617,4/20/2023,24,5910.100529
2618,4/21/2023,1,7219.711912
2619,4/21/2023,2,5297.046043
2620,4/21/2023,3,4486.564285
2621,4/21/2023,4,4725.527569
2622,4/21/2023,5,2730.538054
2623,4/21/2023,6,3259.967848
2624,4/21/2023,7,1705.227165
2625,4/21/2023,8,1347.209037
2626,4/21/2023,9,1848.130503
2627,4/21/2023,10,582.7631946
2628,4/21/2023,11,806.7560212
2629,4/21/2023,12,1959.095771
2630,4/21/2023,13,1705.910456
2631,4/21/2023,14,855.9967179
2632,4/21/2023,15,3605.383289
2633,4/21/2023,16,3808.661966
2634,4/21/2023,17,1829.514949
2635,4/21/2023,18,3534.135685
2636,4/21/2023,19,3016.487321
2637,4/21/2023,20,4377.409668
2638,4/21/2023,21,4367.789277
2639,4/21/2023,22,5090.546043
2640,4/21/2023,23,3408.467738
2641,4/21/2023,24,3662.143166
2642,4/22/2023,1,3602.162878
2643,4/22/2023,2,1719.906635
2644,4/22/2023,3,1333.412149
2645,4/22/2023,4,2025.38095
2646,4/22/2023,5,1521.869488
2647,4/22/2023,6,2268.021902
2648,4/22/2023,7,2421.917474
2649,4/22/2023,8,3437.35621
2650,4/22/2023,9,3909.31906
2651,4/22/2023,10,5758.515408
2652,4/22/2023,11,5818.640294
2653,4/22/2023,12,5328.87489
2654,4/22/2023,13,5589.303915
2655,4/22/2023,14,7290.06692
2656,4/22/2023,15,7411.976034
2657,4/22/2023,16,6030.787517
2658,4/22/2023,17,6267.633057
2659,4/22/2023,18,7558.830954
2660,4/22/2023,19,5963.029101
2661,4/22/2023,20,4957.875249
2662,4/22/2023,21,3636.755557
2663,4/22/2023,22,4319.405938
2664,4/22/2023,23,4719.590169
2665,4/22/2023,24,3861.447308
2666,4/23/2023,1,3958.302767
2667,4/23/2023,2,4988.315466
2668,4/23/2023,3,4329.396555
2669,4/23/2023,4,4368.03042
2670,4/23/2023,5,2007.666138
2671,4/23/2023,6,1854.846021
2672,4/23/2023,7,2581.734296
2673,4/23/2023,8,1219.047696
2674,4/23/2023,9,2125.074447
2675,4/23/2023,10,2608.556128
2676,4/23/2023,11,1068.277542
2677,4/23/2023,12,2434.640196
2678,4/23/2023,13,2396.011646
2679,4/23/2023,14,3370.798924
2680,4/23/2023,15,3563.405747
2681,4/23/2023,16,2633.561283
2682,4/23/2023,17,3271.801345
2683,4/23/2023,18,2559.022149
2684,4/23/2023,19,2808.017424
2685,4/23/2023,20,606.5281148
2686,4/23/2023,21,578.8803721
2687,4/23/2023,22,1507.942163
2688,4/23/2023,23,581.2270127
2689,4/23/2023,24,348.0545026
2690,4/24/2023,1,-69.89231389
2691,4/24/2023,2,-204.0539249
2692,4/24/2023,3,721.3241368
2693,4/24/2023,4,1581.295057
2694,4/24/2023,5,1601.050969
2695,4/24/2023,6,2533.846799
2696,4/24/2023,7,2046.05738
2697,4/24/2023,8,1550.101613
2698,4/24/2023,9,233.0663343
2699,4/24/2023,10,859.9274065
2700,4/24/2023,12,2289.798221
2701,4/24/2023,13,1368.744417
2702,4/24/2023,14,1915.742543
2703,4/24/2023,15,4012.444262
2704,4/24/2023,16,888.0211249
2705,4/24/2023,17,1230.941602
2706,4/24/2023,18,-571.6524961
2707,4/24/2023,19,185.2319952
2708,4/24/2023,20,-1660.865933
2709,4/24/2023,21,798.7479989
2710,4/24/2023,22,526.9506429
2711,4/24/2023,23,132.176966
2712,4/24/2023,24,739.4923128
2713,4/25/2023,1,1098.437453
2714,4/25/2023,2,1639.678109
2715,4/25/2023,3,450.4839551
2716,4/25/2023,4,368.3667381
2717,4/25/2023,5,1273.545304
2718,4/25/2023,6,1126.632642
2719,4/25/2023,7,402.173391
2720,4/25/2023,8,434.20858
2721,4/25/2023,9,1839.126614
2722,4/25/2023,10,3024.835981
2723,4/25/2023,11,445.4675689
2724,4/25/2023,12,1782.792601
2725,4/25/2023,13,2724.331255
2726,4/25/2023,14,1623.838129
2727,4/25/2023,15,1836.379746
2728,4/25/2023,16,1810.033938
2729,4/25/2023,17,1635.155389
2730,4/25/2023,18,2146.12648
2731,4/25/2023,19,3471.450006
2732,4/25/2023,20,2108.597853
2733,4/25/2023,21,3331.826233
2734,4/25/2023,22,3266.600865
2735,4/25/2023,23,5168.41371
2736,4/25/2023,24,2837.601642
2737,4/26/2023,1,1921.77468
2738,4/26/2023,2,2452.870663
2739,4/26/2023,3,2191.424277
2740,4/26/2023,4,2475.598876
2741,4/26/2023,5,2272.516695
2742,4/26/2023,6,647.5766158
2743,4/26/2023,7,1839.477452
2744,4/26/2023,8,1826.415738
2745,4/26/2023,9,717.1745851
2746,4/26/2023,10,865.8828212
2747,4/26/2023,11,1628.129681
2748,4/26/2023,12,2123.836151
2749,4/26/2023,13,890.0443252
2750,4/26/2023,14,732.2022102
2751,4/26/2023,15,571.753969
2752,4/26/2023,16,1011.355832
2753,4/26/2023,17,385.0687521
2754,4/26/2023,18,903.5460885
2755,4/26/2023,19,691.6871608
2756,4/26/2023,20,271.4445069
2757,4/26/2023,21,253.4520681
2758,4/26/2023,22,2797.825365
2759,4/26/2023,23,3678.822639
2760,4/26/2023,24,2375.417874
2761,4/27/2023,1,4149.620579
2762,4/27/2023,2,4142.695636
2763,4/27/2023,3,2761.594975
2764,4/27/2023,4,1490.602879
2765,4/27/2023,5,2960.919482
2766,4/27/2023,6,3487.578672
2767,4/27/2023,7,4325.609714
2768,4/27/2023,8,3141.791698
2769,4/27/2023,9,3251.951154
2770,4/27/2023,10,1327.891412
2771,4/27/2023,11,1631.643037
2772,4/27/2023,12,1519.098809
2773,4/27/2023,14,1191.564126
2774,4/27/2023,15,1922.713275
2775,4/27/2023,16,300.0554838
2776,4/27/2023,17,1185.884029
2777,4/27/2023,18,2485.136764
2778,4/27/2023,19,2113.996437
2779,4/27/2023,20,1887.327345
2780,4/27/2023,21,3214.801873
2781,4/27/2023,22,2614.37123
2782,4/27/2023,23,3776.745884
2783,4/27/2023,24,2663.986356
2784,4/28/2023,1,2790.922779
2785,4/28/2023,2,2066.069848
2786,4/28/2023,3,2644.694634
2787,4/28/2023,4,3461.02272
2788,4/28/2023,5,3613.886608
2789,4/28/2023,6,2210.539962
2790,4/28/2023,7,3061.254706
2791,4/28/2023,8,2744.268527
2792,4/28/2023,9,2358.19902
2793,4/28/2023,10,2221.106721
2794,4/28/2023,11,3272.801747
2795,4/28/2023,12,2500.457029
2796,4/28/2023,13,3090.068095
2797,4/28/2023,14,2652.017826
2798,4/28/2023,15,3072.523992
2799,4/28/2023,16,2640.001071
2800,4/28/2023,17,2831.185767
2801,4/28/2023,18,2699.024086
2802,4/28/2023,19,3303.490054
2803,4/28/2023,20,2432.413321
2804,4/28/2023,21,3786.513999
2805,4/28/2023,22,2449.534206
2806,4/28/2023,23,1200.27005
2807,4/28/2023,24,2236.562202
2808,4/29/2023,1,2966.198732
2809,4/29/2023,2,2412.574984
2810,4/29/2023,3,1970.807341
2811,4/29/2023,4,1075.003263
2812,4/29/2023,5,2612.513176
2813,4/29/2023,6,3118.672304
2814,4/29/2023,7,1258.821565
2815,4/29/2023,8,2234.203444
2816,4/29/2023,9,2268.78686
2817,4/29/2023,10,2534.974824
2818,4/29/2023,11,2068.481548
2819,4/29/2023,12,4473.69535
2820,4/29/2023,13,4331.84818
2821,4/29/2023,14,5094.670195
2822,4/29/2023,15,3902.72899
2823,4/29/2023,16,4244.015049
2824,4/29/2023,18,6136.972503
2825,4/29/2023,19,3920.53599
2826,4/29/2023,20,5360.798417
2827,4/29/2023,21,5132.835462
2828,4/29/2023,22,3633.00679
2829,4/29/2023,23,4271.349042
2830,4/29/2023,24,1347.975273
2831,4/30/2023,1,3008.349182
2832,4/30/2023,2,1277.171716
2833,4/30/2023,3,4069.576943
2834,4/30/2023,4,3016.298913
2835,4/30/2023,5,3450.859986
2836,4/30/2023,6,3013.031584
2837,4/30/2023,7,4204.497347
2838,4/30/2023,8,828.977364
2839,4/30/2023,9,2226.551143
2840,4/30/2023,10,3295.743898
2841,4/30/2023,11,5454.967651
2842,4/30/2023,12,5421.638401
2843,4/30/2023,13,6485.460475
2844,4/30/2023,14,5592.34992
2845,4/30/2023,15,5520.434681
